expirationDate,daysToExpiration,bid,ask,strikePrice,totalVolume,volatility,delta,gamma,theta,vega,stock_price
2023-04-21,112,31.65,31.85,100.0,4,44.812,0.878,0.006,-0.036,0.142,129.61
2023-04-21,112,27.4,27.6,105.0,0,43.083,0.841,0.008,-0.04,0.171,129.61
2023-04-21,112,23.4,23.6,110.0,3,41.434,0.797,0.009,-0.044,0.2,129.61
2023-04-21,112,19.6,19.85,115.0,9,39.966,0.743,0.011,-0.048,0.228,129.61
2023-04-21,112,16.15,16.3,120.0,12,38.61,0.681,0.013,-0.05,0.253,129.61
2023-04-21,112,12.95,13.15,125.0,22,37.293,0.612,0.014,-0.052,0.272,129.61
2023-04-21,112,10.2,10.3,130.0,167,36.363,0.537,0.015,-0.051,0.282,129.61
2023-04-21,112,7.75,7.85,135.0,130,35.037,0.459,0.016,-0.049,0.282,129.61
2023-04-21,112,5.75,5.85,140.0,201,34.0,0.38,0.016,-0.045,0.271,129.61
2023-04-21,112,4.15,4.2,145.0,144,33.015,0.305,0.015,-0.04,0.249,129.61
2023-04-21,112,2.92,2.95,150.0,803,32.238,0.237,0.013,-0.034,0.22,129.61
2023-04-21,112,2.01,2.04,155.0,329,31.659,0.179,0.012,-0.028,0.186,129.61
2023-04-21,112,1.38,1.39,160.0,365,31.299,0.133,0.01,-0.023,0.153,129.61
2023-04-21,112,0.93,0.95,165.0,120,31.08,0.097,0.008,-0.018,0.122,129.61
2023-04-21,112,0.63,0.65,170.0,62,31.022,0.07,0.006,-0.014,0.096,129.61
2023-04-21,112,0.43,0.45,175.0,2,31.102,0.05,0.005,-0.011,0.074,129.61
2023-04-21,112,0.3,0.32,180.0,43,31.354,0.037,0.004,-0.008,0.058,129.61
2023-04-21,112,0.21,0.23,185.0,20,31.641,0.027,0.003,-0.007,0.045,129.61
2023-04-21,112,0.15,0.17,190.0,2,32.03,0.02,0.002,-0.005,0.035,129.61
2023-04-21,112,0.11,0.13,195.0,0,32.526,0.015,0.002,-0.004,0.028,129.61
2023-04-21,112,0.08,0.1,200.0,0,32.981,0.012,0.001,-0.003,0.022,129.61
2023-05-19,140,69.25,69.65,60.0,2,60.919,0.984,0.001,-0.01,0.026,129.61
2023-05-19,140,64.45,64.85,65.0,0,58.361,0.978,0.001,-0.012,0.035,129.61
2023-05-19,140,59.7,60.05,70.0,33,56.092,0.971,0.001,-0.014,0.047,129.61
2023-05-19,140,54.95,55.3,75.0,2,53.844,0.962,0.002,-0.017,0.061,129.61
2023-05-19,140,50.3,50.65,80.0,90,51.834,0.95,0.002,-0.02,0.078,129.61
2023-05-19,140,45.65,46.0,85.0,33,49.83,0.934,0.003,-0.024,0.098,129.61
2023-05-19,140,41.15,41.5,90.0,35,48.016,0.914,0.004,-0.027,0.121,129.61
2023-05-19,140,36.75,37.05,95.0,2,46.261,0.89,0.005,-0.031,0.146,129.61
2023-05-19,140,32.55,32.8,100.0,31,44.603,0.86,0.006,-0.035,0.174,129.61
2023-05-19,140,28.5,28.7,105.0,15,43.111,0.823,0.007,-0.038,0.204,129.61
2023-05-19,140,24.6,24.8,110.0,2,41.595,0.78,0.009,-0.042,0.233,129.61
2023-05-19,140,20.95,21.15,115.0,16,40.223,0.731,0.01,-0.044,0.261,129.61
2023-05-19,140,17.55,17.75,120.0,10,38.942,0.675,0.012,-0.046,0.285,129.61
2023-05-19,140,14.5,14.65,125.0,7,37.721,0.613,0.013,-0.047,0.303,129.61
2023-05-19,140,11.7,11.9,130.0,120,36.629,0.547,0.014,-0.047,0.314,129.61
2023-05-19,140,9.25,9.35,135.0,313,35.684,0.478,0.014,-0.045,0.316,129.61
2023-05-19,140,7.2,7.3,140.0,28,34.792,0.409,0.014,-0.043,0.309,129.61
2023-05-19,140,5.45,5.55,145.0,80,33.851,0.341,0.014,-0.039,0.292,129.61
2023-05-19,140,4.1,4.15,150.0,75,33.177,0.279,0.013,-0.035,0.267,129.61
2023-05-19,140,3.0,3.05,155.0,24,32.534,0.223,0.011,-0.03,0.237,129.61
2023-05-19,140,2.19,2.22,160.0,5,32.107,0.175,0.01,-0.025,0.205,129.61
2023-05-19,140,1.59,1.61,165.0,37,31.832,0.136,0.009,-0.021,0.173,129.61
2023-05-19,140,1.14,1.17,170.0,28,31.65,0.104,0.007,-0.017,0.144,129.61
2023-05-19,140,0.83,0.85,175.0,32,31.618,0.079,0.006,-0.014,0.118,129.61
2023-05-19,140,0.6,0.62,180.0,103,31.631,0.06,0.005,-0.011,0.095,129.61
2023-05-19,140,0.44,0.46,185.0,1,31.772,0.046,0.004,-0.009,0.077,129.61
2023-05-19,140,0.33,0.35,190.0,16,32.05,0.036,0.003,-0.008,0.063,129.61
2023-05-19,140,0.25,0.27,195.0,0,32.375,0.028,0.002,-0.006,0.051,129.61
2023-05-19,140,0.19,0.21,200.0,4,32.705,0.022,0.002,-0.005,0.042,129.61
2023-05-19,140,0.14,0.16,205.0,32,32.898,0.017,0.002,-0.004,0.034,129.61
2023-06-16,168,69.45,69.9,60.0,0,58.438,0.981,0.001,-0.01,0.034,129.61
2023-06-16,168,64.7,65.15,65.0,0,56.172,0.974,0.001,-0.012,0.045,129.61
2023-06-16,168,60.0,60.5,70.0,100,54.02,0.966,0.001,-0.015,0.059,129.61
2023-06-16,168,55.35,55.8,75.0,0,52.039,0.956,0.002,-0.017,0.075,129.61
2023-06-16,168,50.75,51.2,80.0,0,50.162,0.942,0.002,-0.02,0.095,129.61
2023-06-16,168,46.25,46.7,85.0,0,48.379,0.926,0.003,-0.023,0.117,129.61
2023-06-16,168,41.85,42.05,90.0,1,46.666,0.905,0.004,-0.027,0.142,129.61
2023-06-16,168,37.6,37.75,95.0,2,45.081,0.88,0.005,-0.03,0.17,129.61
2023-06-16,168,33.4,33.6,100.0,10,43.611,0.85,0.006,-0.033,0.199,129.61
2023-06-16,168,29.4,29.65,105.0,6,42.167,0.814,0.007,-0.036,0.23,129.61
2023-06-16,168,25.6,25.8,110.0,59,40.81,0.773,0.008,-0.039,0.26,129.61
2023-06-16,168,22.05,22.25,115.0,1,39.605,0.726,0.01,-0.041,0.288,129.61
2023-06-16,168,18.7,18.9,120.0,25,38.436,0.673,0.011,-0.042,0.312,129.61
2023-06-16,168,15.65,15.8,125.0,75,37.228,0.616,0.012,-0.043,0.331,129.61
2023-06-16,168,12.9,13.05,130.0,5126,36.21,0.555,0.012,-0.043,0.343,129.61
2023-06-16,168,10.45,10.55,135.0,66,35.556,0.493,0.013,-0.042,0.347,129.61
2023-06-16,168,8.35,8.45,140.0,68,34.713,0.429,0.013,-0.04,0.341,129.61
2023-06-16,168,6.55,6.6,145.0,41,33.835,0.367,0.013,-0.037,0.327,129.61
2023-06-16,168,5.05,5.15,150.0,73,33.189,0.308,0.012,-0.034,0.306,129.61
2023-06-16,168,3.85,3.9,155.0,38,32.534,0.253,0.011,-0.03,0.279,129.61
2023-06-16,168,2.92,2.96,160.0,356,32.122,0.206,0.01,-0.026,0.248,129.61
2023-06-16,168,2.19,2.23,165.0,109,31.787,0.165,0.009,-0.022,0.216,129.61
2023-06-16,168,1.64,1.67,170.0,221,31.555,0.131,0.008,-0.019,0.185,129.61
2023-06-16,168,1.23,1.25,175.0,34,31.426,0.103,0.007,-0.016,0.157,129.61
2023-06-16,168,0.91,0.94,180.0,5131,31.333,0.081,0.005,-0.013,0.131,129.61
2023-06-16,168,0.69,0.72,185.0,82,31.429,0.064,0.005,-0.011,0.109,129.61
2023-06-16,168,0.52,0.55,190.0,272,31.512,0.05,0.004,-0.009,0.09,129.61
2023-06-16,168,0.4,0.42,195.0,27,31.66,0.04,0.003,-0.007,0.075,129.61
2023-06-16,168,0.31,0.33,200.0,179,31.901,0.032,0.003,-0.006,0.062,129.61
2023-06-16,168,0.19,0.22,210.0,13,32.571,0.021,0.002,-0.005,0.044,129.61
2023-07-21,203,74.5,75.15,55.0,0,57.765,0.983,0.001,-0.009,0.032,129.61
2023-07-21,203,69.75,70.45,60.0,1,55.585,0.978,0.001,-0.01,0.043,129.61
2023-07-21,203,65.05,65.65,65.0,4,53.489,0.971,0.001,-0.012,0.056,129.61
2023-07-21,203,60.4,61.05,70.0,0,51.578,0.962,0.002,-0.015,0.072,129.61
2023-07-21,203,55.8,56.45,75.0,0,49.74,0.951,0.002,-0.017,0.091,129.61
2023-07-21,203,51.35,51.75,80.0,0,48.048,0.936,0.003,-0.02,0.113,129.61
2023-07-21,203,47.0,47.3,85.0,0,46.507,0.919,0.003,-0.022,0.138,129.61
2023-07-21,203,42.65,42.85,90.0,0,44.976,0.898,0.004,-0.025,0.165,129.61
2023-07-21,203,38.35,38.65,95.0,0,43.713,0.872,0.005,-0.028,0.196,129.61
2023-07-21,203,34.35,34.7,100.0,1,42.342,0.842,0.006,-0.031,0.227,129.61
2023-07-21,203,30.45,30.7,105.0,0,40.969,0.808,0.007,-0.033,0.258,129.61
2023-07-21,203,26.7,26.9,110.0,0,39.788,0.768,0.008,-0.035,0.289,129.61
2023-07-21,203,23.2,23.4,115.0,8,38.604,0.724,0.009,-0.037,0.318,129.61
2023-07-21,203,19.95,20.1,120.0,0,37.574,0.674,0.01,-0.038,0.343,129.61
2023-07-21,203,16.9,17.1,125.0,21,36.548,0.621,0.011,-0.039,0.362,129.61
2023-07-21,203,14.15,14.35,130.0,31,35.544,0.565,0.011,-0.039,0.375,129.61
2023-07-21,203,11.75,11.85,135.0,23,35.173,0.507,0.012,-0.038,0.381,129.61
2023-07-21,203,9.55,9.65,140.0,3,34.237,0.449,0.012,-0.037,0.378,129.61
2023-07-21,203,7.65,7.8,145.0,9,33.465,0.391,0.012,-0.035,0.367,129.61
2023-07-21,203,6.1,6.2,150.0,62,32.819,0.335,0.012,-0.032,0.348,129.61
2023-07-21,203,4.8,4.9,155.0,18,32.288,0.283,0.011,-0.029,0.324,129.61
2023-07-21,203,3.7,3.8,160.0,16,31.707,0.235,0.01,-0.026,0.294,129.61
2023-07-21,203,2.87,2.93,165.0,21,31.329,0.194,0.009,-0.023,0.263,129.61
2023-07-21,203,2.21,2.26,170.0,11,31.052,0.158,0.008,-0.02,0.231,129.61
2023-07-21,203,1.69,1.74,175.0,29,30.838,0.128,0.007,-0.017,0.2,129.61
2023-07-21,203,1.3,1.34,180.0,25,30.725,0.103,0.006,-0.014,0.172,129.61
2023-07-21,203,0.99,1.03,185.0,0,30.621,0.082,0.005,-0.012,0.146,129.61
2023-07-21,203,0.76,0.8,190.0,0,30.619,0.066,0.004,-0.01,0.123,129.61
2023-07-21,203,0.58,0.62,195.0,0,30.614,0.053,0.004,-0.008,0.103,129.61
2023-07-21,203,0.45,0.49,200.0,122,30.727,0.042,0.003,-0.007,0.087,129.61
2023-09-15,259,65.4,66.45,65.0,0,50.459,0.963,0.001,-0.012,0.074,129.61
2023-09-15,259,60.85,61.9,70.0,0,48.753,0.953,0.002,-0.014,0.093,129.61
2023-09-15,259,56.35,57.0,75.0,0,47.398,0.94,0.002,-0.016,0.117,129.61
2023-09-15,259,52.05,52.6,80.0,0,46.087,0.925,0.003,-0.018,0.143,129.61
2023-09-15,259,47.75,48.2,85.0,0,44.537,0.907,0.003,-0.021,0.171,129.61
2023-09-15,259,43.65,44.0,90.0,0,43.32,0.885,0.004,-0.023,0.202,129.61
2023-09-15,259,39.5,39.85,95.0,0,41.997,0.859,0.005,-0.025,0.233,129.61
2023-09-15,259,35.65,35.9,100.0,26,40.912,0.83,0.006,-0.028,0.267,129.61
2023-09-15,259,31.75,32.15,105.0,0,39.723,0.797,0.006,-0.029,0.299,129.61
2023-09-15,259,28.25,28.55,110.0,14,38.789,0.759,0.007,-0.031,0.331,129.61
2023-09-15,259,24.85,25.2,115.0,26,37.726,0.718,0.008,-0.033,0.36,129.61
2023-09-15,259,21.6,21.95,120.0,47,37.037,0.672,0.009,-0.034,0.386,129.61
2023-09-15,259,18.8,19.05,125.0,102,36.016,0.625,0.01,-0.034,0.406,129.61
2023-09-15,259,15.95,16.35,130.0,21,35.204,0.574,0.01,-0.034,0.421,129.61
2023-09-15,259,13.6,13.85,135.0,115,35.086,0.524,0.01,-0.034,0.428,129.61
2023-09-15,259,11.5,11.65,140.0,44,34.431,0.473,0.011,-0.033,0.428,129.61
2023-09-15,259,9.55,9.7,145.0,3,33.711,0.422,0.011,-0.032,0.421,129.61
2023-09-15,259,7.85,8.0,150.0,73,33.057,0.371,0.011,-0.03,0.407,129.61
2023-09-15,259,6.4,6.55,155.0,8,32.496,0.324,0.01,-0.028,0.387,129.61
2023-09-15,259,5.15,5.3,160.0,16,31.939,0.278,0.01,-0.025,0.362,129.61
2023-09-15,259,4.15,4.3,165.0,14,31.578,0.238,0.009,-0.023,0.334,129.61
2023-09-15,259,3.3,3.45,170.0,290,31.194,0.201,0.008,-0.02,0.303,129.61
2023-09-15,259,2.63,2.77,175.0,6,30.934,0.169,0.008,-0.018,0.272,129.61
2023-09-15,259,2.09,2.2,180.0,32,30.688,0.141,0.007,-0.016,0.242,129.61
2023-09-15,259,1.66,1.77,185.0,47,30.56,0.117,0.006,-0.014,0.213,129.61
2023-09-15,259,1.31,1.41,190.0,7,30.413,0.097,0.005,-0.012,0.186,129.61
2023-09-15,259,1.03,1.13,195.0,756,30.315,0.08,0.005,-0.01,0.161,129.61
2023-09-15,259,0.86,0.91,200.0,8,30.441,0.067,0.004,-0.009,0.141,129.61
2023-09-15,259,0.67,0.72,205.0,0,30.314,0.055,0.003,-0.008,0.12,129.61
2023-09-15,259,0.49,0.63,210.0,0,30.354,0.045,0.003,-0.007,0.103,129.61
2023-10-20,294,65.75,67.05,65.0,0,49.36,0.959,0.001,-0.012,0.086,129.61
2023-10-20,294,61.2,62.6,70.0,0,47.795,0.949,0.002,-0.014,0.108,129.61
2023-10-20,294,56.85,58.2,75.0,0,46.681,0.935,0.002,-0.016,0.134,129.61
2023-10-20,294,52.45,53.6,80.0,0,45.035,0.92,0.003,-0.018,0.16,129.61
2023-10-20,294,48.2,49.3,85.0,0,43.783,0.901,0.003,-0.02,0.19,129.61
2023-10-20,294,44.45,45.1,90.0,0,42.61,0.879,0.004,-0.022,0.222,129.61
2023-10-20,294,40.3,40.7,95.0,0,41.424,0.854,0.005,-0.024,0.255,129.61
2023-10-20,294,36.5,36.8,100.0,0,40.222,0.825,0.005,-0.026,0.289,129.61
2023-10-20,294,32.7,33.1,105.0,0,39.43,0.792,0.006,-0.028,0.323,129.61
2023-10-20,294,29.25,29.7,110.0,2,38.34,0.756,0.007,-0.03,0.355,129.61
2023-10-20,294,25.85,26.35,115.0,5,37.439,0.717,0.008,-0.031,0.384,129.61
2023-10-20,294,22.85,23.15,120.0,0,36.717,0.674,0.008,-0.032,0.41,129.61
2023-10-20,294,19.85,20.2,125.0,0,35.716,0.629,0.009,-0.032,0.431,129.61
2023-10-20,294,17.15,17.45,130.0,10,34.999,0.581,0.01,-0.032,0.446,129.61
2023-10-20,294,14.7,15.0,135.0,0,34.954,0.534,0.01,-0.032,0.455,129.61
2023-10-20,294,12.6,12.8,140.0,1,34.368,0.486,0.01,-0.032,0.457,129.61
2023-10-20,294,10.65,10.9,145.0,19,33.813,0.439,0.01,-0.03,0.452,129.61
2023-10-20,294,8.8,9.05,150.0,1058,32.961,0.39,0.01,-0.029,0.44,129.61
2023-10-20,294,7.35,7.5,155.0,3,32.445,0.344,0.01,-0.027,0.423,129.61
2023-10-20,294,6.05,6.2,160.0,2,31.96,0.301,0.009,-0.025,0.4,129.61
2023-10-20,294,4.85,5.1,165.0,52,31.409,0.26,0.009,-0.023,0.373,129.61
2023-10-20,294,4.0,4.15,170.0,8,31.105,0.224,0.008,-0.021,0.344,129.61
2023-10-20,294,3.25,3.4,175.0,5,30.847,0.192,0.008,-0.019,0.314,129.61
2023-10-20,294,2.63,2.82,180.0,11,30.702,0.164,0.007,-0.017,0.284,129.61
2023-10-20,294,2.06,2.37,185.0,1,30.529,0.139,0.006,-0.015,0.254,129.61
2023-10-20,294,1.65,1.9,190.0,0,30.288,0.116,0.006,-0.013,0.225,129.61
2023-10-20,294,1.37,1.53,195.0,24,30.24,0.098,0.005,-0.011,0.199,129.61
2023-10-20,294,1.07,1.28,200.0,4,30.156,0.082,0.004,-0.01,0.175,129.61
2023-10-20,294,0.78,1.09,205.0,4,29.981,0.068,0.004,-0.008,0.151,129.61
2023-10-20,294,0.66,0.84,210.0,135,29.884,0.056,0.003,-0.007,0.13,129.61
2023-12-15,350,66.15,67.8,65.0,0,48.491,0.952,0.001,-0.012,0.108,129.61
2023-12-15,350,61.75,63.35,70.0,0,47.104,0.94,0.002,-0.014,0.133,129.61
2023-12-15,350,57.4,58.85,75.0,0,45.849,0.926,0.002,-0.016,0.161,129.61
2023-12-15,350,53.25,54.75,80.0,0,44.294,0.91,0.003,-0.017,0.189,129.61
2023-12-15,350,49.2,50.35,85.0,0,43.026,0.891,0.003,-0.019,0.22,129.61
2023-12-15,350,45.35,45.85,90.0,0,41.888,0.87,0.004,-0.021,0.254,129.61
2023-12-15,350,41.65,42.0,95.0,0,40.958,0.844,0.004,-0.023,0.289,129.61
2023-12-15,350,37.9,38.3,100.0,1,39.908,0.816,0.005,-0.025,0.323,129.61
2023-12-15,350,34.25,34.65,105.0,1,38.813,0.786,0.006,-0.026,0.357,129.61
2023-12-15,350,30.8,31.4,110.0,0,37.91,0.752,0.006,-0.027,0.389,129.61
2023-12-15,350,27.45,27.8,115.0,0,37.246,0.715,0.007,-0.028,0.419,129.61
2023-12-15,350,24.5,24.95,120.0,0,36.312,0.676,0.008,-0.029,0.445,129.61
2023-12-15,350,21.5,21.85,125.0,2,35.709,0.634,0.008,-0.03,0.467,129.61
2023-12-15,350,18.95,19.3,130.0,16,34.867,0.591,0.009,-0.03,0.483,129.61
2023-12-15,350,16.55,16.85,135.0,2,35.192,0.548,0.009,-0.03,0.493,129.61
2023-12-15,350,14.3,14.55,140.0,154,34.42,0.504,0.009,-0.029,0.497,129.61
2023-12-15,350,12.25,12.55,145.0,1,33.77,0.46,0.009,-0.028,0.495,129.61
2023-12-15,350,10.45,10.7,150.0,52,33.144,0.416,0.009,-0.027,0.487,129.61
2023-12-15,350,8.85,9.3,155.0,4,32.817,0.375,0.009,-0.026,0.474,129.61
2023-12-15,350,7.55,7.75,160.0,1,32.29,0.334,0.009,-0.024,0.455,129.61
2023-12-15,350,6.3,6.55,165.0,0,31.845,0.296,0.009,-0.023,0.432,129.61
2023-12-15,350,5.2,5.55,170.0,58,31.459,0.26,0.008,-0.021,0.406,129.61
2023-12-15,350,4.4,4.55,175.0,3,31.109,0.227,0.008,-0.019,0.378,129.61
2023-12-15,350,3.65,3.8,180.0,31,30.837,0.197,0.007,-0.017,0.348,129.61
2023-12-15,350,3.0,3.15,185.0,35,30.545,0.17,0.007,-0.016,0.318,129.61
2023-12-15,350,2.51,2.72,190.0,4,30.578,0.149,0.006,-0.014,0.291,129.61
2023-12-15,350,2.08,2.28,195.0,54,30.453,0.129,0.005,-0.013,0.263,129.61
2023-12-15,350,1.67,1.87,200.0,65,30.153,0.109,0.005,-0.011,0.234,129.61
2023-12-15,350,1.38,1.55,205.0,2,30.04,0.093,0.004,-0.01,0.209,129.61
2023-12-15,350,1.14,1.32,210.0,346,30.041,0.08,0.004,-0.009,0.187,129.61
2024-01-19,385,75.35,77.25,55.0,0,50.005,0.967,0.001,-0.008,0.073,129.61
2024-01-19,385,70.8,72.7,60.0,0,48.374,0.959,0.001,-0.009,0.093,129.61
2024-01-19,385,66.7,67.9,65.0,200,47.172,0.949,0.001,-0.011,0.117,129.61
2024-01-19,385,62.35,63.6,70.0,6,45.967,0.937,0.002,-0.013,0.144,129.61
2024-01-19,385,58.05,59.4,75.0,0,44.609,0.923,0.002,-0.015,0.172,129.61
2024-01-19,385,53.95,54.95,80.0,4,43.331,0.907,0.003,-0.017,0.202,129.61
2024-01-19,385,49.95,50.75,85.0,0,42.117,0.888,0.003,-0.018,0.235,129.61
2024-01-19,385,46.15,46.45,90.0,21,41.117,0.866,0.004,-0.02,0.27,129.61
2024-01-19,385,42.15,42.65,95.0,2,40.133,0.841,0.004,-0.022,0.305,129.61
2024-01-19,385,38.6,38.95,100.0,44,39.059,0.814,0.005,-0.023,0.34,129.61
2024-01-19,385,35.0,35.3,105.0,5,38.225,0.784,0.006,-0.025,0.375,129.61
2024-01-19,385,31.5,31.95,110.0,221,37.485,0.75,0.006,-0.026,0.408,129.61
2024-01-19,385,28.4,28.7,115.0,1,36.629,0.715,0.007,-0.027,0.438,129.61
2024-01-19,385,25.3,25.75,120.0,41,35.817,0.677,0.007,-0.027,0.465,129.61
2024-01-19,385,22.5,22.8,125.0,20,34.971,0.637,0.008,-0.028,0.487,129.61
2024-01-19,385,19.85,20.15,130.0,133,34.419,0.595,0.008,-0.028,0.504,129.61
2024-01-19,385,17.4,17.75,135.0,58,34.925,0.555,0.008,-0.029,0.515,129.61
2024-01-19,385,15.2,15.4,140.0,945,34.194,0.513,0.009,-0.028,0.521,129.61
2024-01-19,385,13.15,13.45,145.0,117,33.644,0.471,0.009,-0.027,0.52,129.61
2024-01-19,385,11.35,11.6,150.0,120,33.09,0.429,0.009,-0.026,0.514,129.61
2024-01-19,385,9.7,9.95,155.0,390,32.539,0.388,0.009,-0.025,0.502,129.61
2024-01-19,385,8.3,8.5,160.0,741,32.107,0.349,0.009,-0.024,0.485,129.61
2024-01-19,385,7.05,7.3,165.0,15,31.771,0.312,0.008,-0.022,0.464,129.61
2024-01-19,385,5.9,6.2,170.0,143,31.34,0.276,0.008,-0.021,0.439,129.61
2024-01-19,385,5.0,5.2,175.0,65,31.003,0.244,0.008,-0.019,0.412,129.61
2024-01-19,385,4.2,4.4,180.0,408,30.743,0.214,0.007,-0.018,0.383,129.61
2024-01-19,385,3.5,3.7,185.0,44,30.466,0.187,0.007,-0.016,0.353,129.61
2024-01-19,385,2.97,3.1,190.0,2216,30.31,0.164,0.006,-0.015,0.325,129.61
2024-01-19,385,2.43,2.67,195.0,4423,30.157,0.142,0.006,-0.013,0.296,129.61
2024-01-19,385,2.1,2.18,200.0,126,30.024,0.124,0.005,-0.012,0.269,129.61
2024-03-15,441,75.45,78.0,55.0,2,50.204,0.96,0.001,-0.008,0.093,129.61
2024-03-15,441,71.0,73.25,60.0,0,48.113,0.952,0.001,-0.01,0.113,129.61
2024-03-15,441,66.8,68.95,65.0,0,46.531,0.942,0.001,-0.011,0.137,129.61
2024-03-15,441,62.55,64.65,70.0,0,45.19,0.93,0.002,-0.013,0.165,129.61
2024-03-15,441,58.65,60.2,75.0,0,44.065,0.915,0.002,-0.014,0.196,129.61
2024-03-15,441,54.45,56.45,80.0,0,42.589,0.9,0.003,-0.016,0.226,129.61
2024-03-15,441,50.4,51.45,85.0,0,41.726,0.88,0.003,-0.018,0.262,129.61
2024-03-15,441,47.15,47.8,90.0,0,40.89,0.858,0.004,-0.019,0.299,129.61
2024-03-15,441,43.45,44.0,95.0,0,39.827,0.834,0.004,-0.021,0.334,129.61
2024-03-15,441,39.3,40.2,100.0,6,38.717,0.808,0.005,-0.022,0.369,129.61
2024-03-15,441,36.1,36.65,105.0,0,38.037,0.779,0.005,-0.023,0.404,129.61
2024-03-15,441,32.8,33.3,110.0,0,37.275,0.747,0.006,-0.024,0.438,129.61
2024-03-15,441,29.65,30.2,115.0,5,36.379,0.714,0.006,-0.025,0.468,129.61
2024-03-15,441,26.8,27.25,120.0,0,35.652,0.678,0.007,-0.026,0.495,129.61
2024-03-15,441,24.05,24.4,125.0,2,34.958,0.641,0.007,-0.026,0.518,129.61
2024-03-15,441,21.45,21.85,130.0,35,34.42,0.602,0.008,-0.026,0.536,129.61
2024-03-15,441,19.0,19.35,135.0,3,35.104,0.565,0.008,-0.027,0.548,129.61
2024-03-15,441,16.8,17.15,140.0,7,34.546,0.527,0.008,-0.026,0.555,129.61
2024-03-15,441,14.75,15.0,145.0,2,33.872,0.487,0.008,-0.026,0.557,129.61
2024-03-15,441,12.85,13.2,150.0,4,33.356,0.448,0.008,-0.025,0.553,129.61
2024-03-15,441,11.2,11.45,155.0,8,32.825,0.41,0.008,-0.024,0.544,129.61
2024-03-15,441,9.6,10.25,160.0,2,32.568,0.375,0.008,-0.023,0.531,129.61
2024-03-15,441,8.4,8.6,165.0,0,31.991,0.338,0.008,-0.022,0.512,129.61
2024-03-15,441,7.1,7.45,170.0,38,31.529,0.303,0.008,-0.021,0.49,129.61
2024-03-15,441,6.15,6.45,175.0,1,31.321,0.273,0.007,-0.019,0.466,129.61
2024-03-15,441,5.3,5.65,180.0,30,31.202,0.245,0.007,-0.018,0.442,129.61
2024-03-15,441,4.4,4.75,185.0,0,30.668,0.215,0.007,-0.017,0.411,129.61
2024-03-15,441,3.85,4.2,190.0,42,30.759,0.194,0.006,-0.016,0.386,129.61
2024-03-15,441,3.15,3.5,195.0,0,30.241,0.168,0.006,-0.014,0.353,129.61
2024-03-15,441,2.74,3.0,200.0,1,30.189,0.149,0.005,-0.013,0.327,129.61
2024-06-21,539,75.9,78.9,55.0,0,48.487,0.952,0.001,-0.008,0.117,129.61
2024-06-21,539,71.75,74.4,60.0,0,47.203,0.942,0.001,-0.009,0.144,129.61
2024-06-21,539,67.55,70.25,65.0,0,44.936,0.933,0.002,-0.01,0.166,129.61
2024-06-21,539,63.75,65.9,70.0,1,43.92,0.92,0.002,-0.012,0.198,129.61
2024-06-21,539,59.6,61.7,75.0,2,42.672,0.905,0.002,-0.013,0.23,129.61
2024-06-21,539,55.65,57.65,80.0,0,41.548,0.889,0.003,-0.015,0.265,129.61
2024-06-21,539,52.6,53.6,85.0,9,40.961,0.869,0.003,-0.016,0.303,129.61
2024-06-21,539,48.75,49.3,90.0,0,39.85,0.848,0.003,-0.017,0.339,129.61
2024-06-21,539,45.3,45.6,95.0,21,38.877,0.826,0.004,-0.019,0.376,129.61
2024-06-21,539,41.75,42.15,100.0,5,38.228,0.8,0.004,-0.02,0.413,129.61
2024-06-21,539,38.15,39.0,105.0,2,37.265,0.773,0.005,-0.021,0.448,129.61
2024-06-21,539,34.95,35.6,110.0,7,36.599,0.744,0.005,-0.022,0.482,129.61
2024-06-21,539,31.95,32.7,115.0,2,35.923,0.713,0.006,-0.022,0.513,129.61
2024-06-21,539,29.2,29.55,120.0,709,35.319,0.68,0.006,-0.023,0.541,129.61
2024-06-21,539,26.35,26.95,125.0,1,34.591,0.647,0.007,-0.023,0.565,129.61
2024-06-21,539,23.75,24.45,130.0,219,34.039,0.612,0.007,-0.023,0.584,129.61
2024-06-21,539,21.2,21.95,135.0,13,33.558,0.576,0.007,-0.023,0.599,129.61
2024-06-21,539,19.2,19.5,140.0,15,34.481,0.544,0.007,-0.024,0.608,129.61
2024-06-21,539,17.2,17.55,145.0,7,34.124,0.51,0.007,-0.024,0.612,129.61
2024-06-21,539,15.3,15.6,150.0,258,33.574,0.475,0.007,-0.023,0.612,129.61
2024-06-21,539,13.55,13.95,155.0,14,33.165,0.441,0.008,-0.023,0.608,129.61
2024-06-21,539,11.95,12.25,160.0,30,32.615,0.407,0.008,-0.022,0.598,129.61
2024-06-21,539,10.6,10.85,165.0,5,32.308,0.375,0.007,-0.021,0.585,129.61
2024-06-21,539,9.2,9.65,170.0,13,31.918,0.343,0.007,-0.02,0.568,129.61
2024-06-21,539,8.0,8.4,175.0,35,31.45,0.312,0.007,-0.019,0.547,129.61
2024-06-21,539,7.1,7.35,180.0,77,31.238,0.284,0.007,-0.018,0.525,129.61
2024-06-21,539,6.25,6.55,185.0,20,31.132,0.26,0.007,-0.017,0.502,129.61
2024-06-21,539,5.4,5.7,190.0,39,30.794,0.234,0.006,-0.016,0.475,129.61
2024-06-21,539,4.65,5.15,195.0,32,30.704,0.212,0.006,-0.015,0.45,129.61
