expirationDate,daysToExpiration,bid,ask,strikePrice,totalVolume,volatility,delta,gamma,theta,vega,stock_price
2023-04-21,106,0.55,0.57,165.0,41,29.994,0.066,0.006,-0.013,0.088,126.36
2023-04-21,106,0.37,0.39,170.0,61,30.232,0.047,0.005,-0.01,0.067,126.36
2023-04-21,106,0.26,0.28,175.0,158,30.722,0.035,0.004,-0.008,0.052,126.36
2023-04-21,106,0.19,0.2,180.0,53,31.255,0.026,0.003,-0.006,0.041,126.36
2023-04-21,106,0.14,0.15,185.0,80,31.874,0.019,0.002,-0.005,0.032,126.36
2023-04-21,106,0.1,0.12,190.0,11,32.526,0.015,0.002,-0.004,0.026,126.36
2023-04-21,106,0.08,0.09,195.0,1,33.197,0.012,0.001,-0.003,0.021,126.36
2023-04-21,106,0.05,0.08,200.0,23,33.771,0.009,0.001,-0.003,0.016,126.36
2023-05-19,134,66.9,67.5,60.0,0,59.9,0.984,0.001,-0.009,0.024,126.36
2023-05-19,134,62.15,62.65,65.0,0,57.251,0.979,0.001,-0.011,0.032,126.36
2023-05-19,134,57.4,57.8,70.0,0,54.602,0.972,0.001,-0.013,0.042,126.36
2023-05-19,134,52.6,53.15,75.0,0,52.144,0.963,0.002,-0.016,0.055,126.36
2023-05-19,134,47.9,48.45,80.0,0,50.027,0.951,0.002,-0.019,0.072,126.36
2023-05-19,134,43.3,43.7,85.0,0,48.0,0.935,0.003,-0.022,0.092,126.36
2023-05-19,134,38.8,39.2,90.0,2,46.07,0.915,0.004,-0.026,0.115,126.36
2023-05-19,134,34.4,34.75,95.0,0,44.276,0.889,0.005,-0.03,0.141,126.36
2023-05-19,134,30.05,30.4,100.0,1,42.602,0.857,0.007,-0.034,0.17,126.36
2023-05-19,134,25.95,26.35,105.0,0,41.062,0.817,0.008,-0.037,0.2,126.36
2023-05-19,134,22.2,22.45,110.0,0,39.56,0.77,0.01,-0.041,0.23,126.36
2023-05-19,134,18.6,18.8,115.0,0,38.204,0.715,0.011,-0.043,0.258,126.36
2023-05-19,134,15.35,15.45,120.0,36,36.92,0.652,0.013,-0.045,0.281,126.36
2023-05-19,134,12.3,12.45,125.0,460,35.665,0.583,0.014,-0.045,0.298,126.36
2023-05-19,134,9.7,9.8,130.0,977,34.986,0.511,0.015,-0.045,0.304,126.36
2023-05-19,134,7.4,7.55,135.0,457,33.772,0.435,0.015,-0.042,0.301,126.36
2023-05-19,134,5.55,5.65,140.0,811,32.9,0.362,0.015,-0.039,0.286,126.36
2023-05-19,134,4.05,4.15,145.0,1301,32.092,0.292,0.014,-0.034,0.263,126.36
2023-05-19,134,2.92,2.96,150.0,240,31.409,0.229,0.013,-0.03,0.232,126.36
2023-05-19,134,2.07,2.11,155.0,68,31.001,0.177,0.011,-0.025,0.199,126.36
2023-05-19,134,1.46,1.5,160.0,108,30.727,0.134,0.009,-0.02,0.166,126.36
2023-05-19,134,1.03,1.06,165.0,147,30.636,0.101,0.008,-0.017,0.135,126.36
2023-05-19,134,0.74,0.76,170.0,13,30.723,0.076,0.006,-0.013,0.11,126.36
2023-05-19,134,0.53,0.55,175.0,9,30.866,0.057,0.005,-0.011,0.088,126.36
2023-05-19,134,0.4,0.41,180.0,34,31.258,0.044,0.004,-0.009,0.071,126.36
2023-05-19,134,0.29,0.31,185.0,2,31.556,0.034,0.003,-0.007,0.057,126.36
2023-05-19,134,0.22,0.24,190.0,15,32.008,0.026,0.002,-0.006,0.047,126.36
2023-05-19,134,0.17,0.19,195.0,1,32.518,0.021,0.002,-0.005,0.038,126.36
2023-05-19,134,0.13,0.15,200.0,5,32.959,0.016,0.002,-0.004,0.031,126.36
2023-05-19,134,0.1,0.12,205.0,2,33.408,0.013,0.001,-0.003,0.026,126.36
2023-06-16,162,67.2,67.65,60.0,12,57.381,0.981,0.001,-0.01,0.031,126.36
2023-06-16,162,62.45,62.9,65.0,0,54.947,0.975,0.001,-0.012,0.042,126.36
2023-06-16,162,57.7,58.3,70.0,5,52.615,0.967,0.001,-0.014,0.055,126.36
2023-06-16,162,52.95,53.5,75.0,0,50.466,0.957,0.002,-0.017,0.07,126.36
2023-06-16,162,48.35,48.75,80.0,2,48.54,0.944,0.003,-0.02,0.09,126.36
2023-06-16,162,43.95,44.4,85.0,0,46.625,0.927,0.003,-0.023,0.112,126.36
2023-06-16,162,39.45,39.8,90.0,0,44.876,0.906,0.004,-0.026,0.137,126.36
2023-06-16,162,35.1,35.4,95.0,4,43.268,0.879,0.005,-0.029,0.165,126.36
2023-06-16,162,30.95,31.25,100.0,7,41.713,0.847,0.007,-0.032,0.195,126.36
2023-06-16,162,27.0,27.4,105.0,15,40.352,0.808,0.008,-0.035,0.227,126.36
2023-06-16,162,23.15,23.45,110.0,25,38.993,0.763,0.009,-0.038,0.257,126.36
2023-06-16,162,19.75,19.9,115.0,35,37.801,0.711,0.011,-0.04,0.286,126.36
2023-06-16,162,16.45,16.65,120.0,0,36.562,0.653,0.012,-0.041,0.309,126.36
2023-06-16,162,13.5,13.65,125.0,35,35.43,0.59,0.013,-0.042,0.326,126.36
2023-06-16,162,10.9,11.0,130.0,374,34.808,0.523,0.014,-0.041,0.334,126.36
2023-06-16,162,8.6,8.7,135.0,214,33.803,0.455,0.014,-0.039,0.333,126.36
2023-06-16,162,6.6,6.75,140.0,191,32.751,0.386,0.014,-0.037,0.321,126.36
2023-06-16,162,5.0,5.1,145.0,235,31.987,0.321,0.013,-0.033,0.301,126.36
2023-06-16,162,3.75,3.85,150.0,776,31.455,0.262,0.012,-0.029,0.274,126.36
2023-06-16,162,2.78,2.83,155.0,190,30.932,0.209,0.011,-0.025,0.242,126.36
2023-06-16,162,2.04,2.08,160.0,349,30.622,0.165,0.01,-0.022,0.209,126.36
2023-06-16,162,1.5,1.54,165.0,154,30.456,0.129,0.008,-0.018,0.177,126.36
2023-06-16,162,1.1,1.14,170.0,108,30.392,0.1,0.007,-0.015,0.147,126.36
2023-06-16,162,0.81,0.85,175.0,355,30.467,0.078,0.006,-0.012,0.122,126.36
2023-06-16,162,0.61,0.64,180.0,3134,30.64,0.061,0.005,-0.01,0.101,126.36
2023-06-16,162,0.46,0.49,185.0,19,30.868,0.047,0.004,-0.008,0.083,126.36
2023-06-16,162,0.36,0.38,190.0,117,31.219,0.038,0.003,-0.007,0.069,126.36
2023-06-16,162,0.28,0.3,195.0,234,31.574,0.03,0.003,-0.006,0.058,126.36
2023-06-16,162,0.22,0.25,200.0,2705,32.062,0.025,0.002,-0.005,0.049,126.36
2023-06-16,162,0.14,0.17,210.0,2500,32.943,0.017,0.001,-0.004,0.035,126.36
2023-07-21,197,72.25,72.95,55.0,0,56.704,0.983,0.001,-0.008,0.029,126.36
2023-07-21,197,67.4,68.15,60.0,0,54.206,0.978,0.001,-0.01,0.039,126.36
2023-07-21,197,62.8,63.25,65.0,45,52.046,0.971,0.001,-0.012,0.052,126.36
2023-07-21,197,58.05,58.75,70.0,0,50.039,0.963,0.002,-0.014,0.067,126.36
2023-07-21,197,53.25,54.15,75.0,1,48.145,0.951,0.002,-0.016,0.086,126.36
2023-07-21,197,48.95,49.45,80.0,0,46.37,0.937,0.003,-0.019,0.108,126.36
2023-07-21,197,44.35,45.05,85.0,0,44.765,0.919,0.003,-0.022,0.133,126.36
2023-07-21,197,40.1,40.55,90.0,2,43.199,0.897,0.004,-0.024,0.16,126.36
2023-07-21,197,36.05,36.55,95.0,0,41.756,0.87,0.005,-0.027,0.191,126.36
2023-07-21,197,31.95,32.3,100.0,1,40.504,0.838,0.006,-0.03,0.223,126.36
2023-07-21,197,28.0,28.25,105.0,0,39.194,0.8,0.008,-0.032,0.256,126.36
2023-07-21,197,24.35,24.6,110.0,0,38.009,0.757,0.009,-0.035,0.287,126.36
2023-07-21,197,20.85,21.1,115.0,3,36.917,0.708,0.01,-0.036,0.316,126.36
2023-07-21,197,17.6,17.9,120.0,0,35.828,0.654,0.011,-0.037,0.34,126.36
2023-07-21,197,14.75,15.0,125.0,134,34.817,0.596,0.012,-0.038,0.358,126.36
2023-07-21,197,12.15,12.3,130.0,274,34.474,0.535,0.012,-0.038,0.367,126.36
2023-07-21,197,9.8,9.95,135.0,166,33.486,0.473,0.013,-0.036,0.368,126.36
2023-07-21,197,7.75,7.9,140.0,26,32.54,0.409,0.013,-0.034,0.36,126.36
2023-07-21,197,6.05,6.2,145.0,6,31.786,0.348,0.012,-0.031,0.342,126.36
2023-07-21,197,4.65,4.8,150.0,85,31.137,0.291,0.012,-0.028,0.318,126.36
2023-07-21,197,3.55,3.7,155.0,82,30.596,0.239,0.011,-0.025,0.288,126.36
2023-07-21,197,2.71,2.78,160.0,55,30.276,0.195,0.01,-0.022,0.255,126.36
2023-07-21,197,2.04,2.11,165.0,624,29.988,0.156,0.009,-0.019,0.222,126.36
2023-07-21,197,1.54,1.59,170.0,34,29.837,0.125,0.007,-0.016,0.19,126.36
2023-07-21,197,1.16,1.2,175.0,80,29.738,0.099,0.006,-0.013,0.161,126.36
2023-07-21,197,0.87,0.92,180.0,125,29.733,0.078,0.005,-0.011,0.135,126.36
2023-07-21,197,0.66,0.71,185.0,710,29.768,0.062,0.004,-0.009,0.113,126.36
2023-07-21,197,0.51,0.55,190.0,0,29.963,0.049,0.004,-0.008,0.095,126.36
2023-07-21,197,0.4,0.44,195.0,0,30.237,0.04,0.003,-0.007,0.08,126.36
2023-07-21,197,0.32,0.35,200.0,34,30.524,0.033,0.003,-0.006,0.068,126.36
2023-08-18,225,71.9,73.8,55.0,0,54.443,0.981,0.001,-0.008,0.034,126.36
2023-08-18,225,67.3,69.0,60.0,0,51.704,0.976,0.001,-0.009,0.044,126.36
2023-08-18,225,62.85,64.05,65.0,0,50.749,0.967,0.001,-0.011,0.062,126.36
2023-08-18,225,58.35,59.55,70.0,0,48.79,0.958,0.002,-0.013,0.079,126.36
2023-08-18,225,53.55,55.05,75.0,0,46.866,0.946,0.002,-0.016,0.099,126.36
2023-08-18,225,49.4,50.2,80.0,0,45.673,0.93,0.003,-0.018,0.125,126.36
2023-08-18,225,44.8,46.0,85.0,0,44.108,0.911,0.003,-0.021,0.151,126.36
2023-08-18,225,40.8,41.95,90.0,0,42.602,0.889,0.004,-0.023,0.18,126.36
2023-08-18,225,36.6,37.85,95.0,0,41.554,0.86,0.005,-0.026,0.213,126.36
2023-08-18,225,32.65,34.05,100.0,0,39.908,0.83,0.006,-0.028,0.245,126.36
2023-08-18,225,28.2,30.05,105.0,0,38.396,0.795,0.007,-0.03,0.277,126.36
2023-08-18,225,24.95,25.8,110.0,0,38.035,0.75,0.008,-0.033,0.31,126.36
2023-08-18,225,21.25,22.75,115.0,0,36.919,0.704,0.009,-0.034,0.339,126.36
2023-08-18,225,18.65,19.2,120.0,0,35.924,0.653,0.01,-0.035,0.363,126.36
2023-08-18,225,15.75,16.3,125.0,0,35.305,0.599,0.011,-0.036,0.381,126.36
2023-08-18,225,13.15,13.6,130.0,2,34.885,0.543,0.011,-0.036,0.391,126.36
2023-08-18,225,10.5,11.3,135.0,4,33.657,0.484,0.012,-0.034,0.393,126.36
2023-08-18,225,8.4,9.2,140.0,1,32.718,0.425,0.012,-0.032,0.387,126.36
2023-08-18,225,6.65,7.45,145.0,1,32.011,0.368,0.012,-0.03,0.373,126.36
2023-08-18,225,5.5,5.95,150.0,1,31.806,0.317,0.011,-0.028,0.352,126.36
2023-08-18,225,4.35,4.75,155.0,103,31.422,0.269,0.011,-0.026,0.327,126.36
2023-08-18,225,3.4,3.7,160.0,1,30.969,0.224,0.01,-0.023,0.296,126.36
2023-08-18,225,2.51,2.92,165.0,10,30.464,0.183,0.009,-0.02,0.263,126.36
2023-08-18,225,2.01,2.27,170.0,4,30.39,0.151,0.008,-0.017,0.232,126.36
2023-08-18,225,1.55,1.77,175.0,0,30.235,0.123,0.007,-0.015,0.202,126.36
2023-08-18,225,1.19,1.4,180.0,6,30.182,0.1,0.006,-0.013,0.174,126.36
2023-08-18,225,0.92,1.04,185.0,0,29.958,0.08,0.005,-0.011,0.147,126.36
2023-08-18,225,0.71,0.88,190.0,0,30.222,0.066,0.004,-0.009,0.127,126.36
2023-08-18,225,0.54,0.71,195.0,0,30.285,0.054,0.004,-0.008,0.108,126.36
2023-08-18,225,0.11,0.86,200.0,0,30.284,0.043,0.003,-0.007,0.091,126.36
2023-09-15,253,63.05,64.15,65.0,1,49.306,0.963,0.001,-0.011,0.071,126.36
2023-09-15,253,58.1,60.0,70.0,15,47.582,0.952,0.002,-0.013,0.09,126.36
2023-09-15,253,54.2,55.05,75.0,0,45.945,0.94,0.002,-0.015,0.113,126.36
2023-09-15,253,49.75,51.0,80.0,0,44.44,0.924,0.003,-0.017,0.138,126.36
2023-09-15,253,45.0,46.3,85.0,2,43.094,0.905,0.003,-0.02,0.167,126.36
2023-09-15,253,41.25,41.85,90.0,0,41.775,0.882,0.004,-0.022,0.198,126.36
2023-09-15,253,36.65,38.0,95.0,1,40.456,0.855,0.005,-0.024,0.231,126.36
2023-09-15,253,33.25,33.6,100.0,9,39.33,0.823,0.006,-0.027,0.265,126.36
2023-09-15,253,29.45,29.8,105.0,0,38.411,0.786,0.007,-0.029,0.299,126.36
2023-09-15,253,25.9,26.3,110.0,0,37.202,0.746,0.008,-0.03,0.33,126.36
2023-09-15,253,22.5,22.95,115.0,0,36.21,0.701,0.009,-0.031,0.359,126.36
2023-09-15,253,19.6,19.8,120.0,14,35.471,0.652,0.01,-0.032,0.384,126.36
2023-09-15,253,16.75,17.0,125.0,201,34.537,0.6,0.011,-0.033,0.402,126.36
2023-09-15,253,13.9,14.35,130.0,150,34.505,0.547,0.011,-0.033,0.413,126.36
2023-09-15,253,11.7,12.25,135.0,59,34.183,0.494,0.011,-0.033,0.416,126.36
2023-09-15,253,9.65,9.95,140.0,2200,33.156,0.439,0.011,-0.031,0.412,126.36
2023-09-15,253,7.95,8.2,145.0,4040,32.518,0.386,0.011,-0.029,0.4,126.36
2023-09-15,253,6.3,6.6,150.0,56,31.802,0.334,0.011,-0.027,0.381,126.36
2023-09-15,253,4.95,5.35,155.0,72,31.234,0.285,0.01,-0.025,0.356,126.36
2023-09-15,253,4.0,4.25,160.0,19,30.896,0.242,0.01,-0.022,0.328,126.36
2023-09-15,253,3.15,3.35,165.0,37,30.494,0.203,0.009,-0.02,0.296,126.36
2023-09-15,253,2.55,2.65,170.0,610,30.365,0.17,0.008,-0.018,0.265,126.36
2023-09-15,253,1.93,2.1,175.0,19,30.015,0.139,0.007,-0.015,0.233,126.36
2023-09-15,253,1.52,1.67,180.0,228,29.925,0.115,0.006,-0.013,0.204,126.36
2023-09-15,253,1.2,1.34,185.0,144,29.914,0.095,0.005,-0.011,0.177,126.36
2023-09-15,253,0.94,1.06,190.0,1,29.851,0.078,0.005,-0.01,0.153,126.36
2023-09-15,253,0.72,0.86,195.0,779,29.833,0.063,0.004,-0.008,0.131,126.36
2023-09-15,253,0.58,0.69,200.0,41,29.929,0.052,0.003,-0.007,0.112,126.36
2023-09-15,253,0.48,0.61,205.0,5,30.376,0.045,0.003,-0.006,0.1,126.36
2023-09-15,253,0.36,0.5,210.0,0,30.352,0.037,0.003,-0.005,0.085,126.36
2023-10-20,288,63.0,64.75,65.0,3,48.209,0.959,0.001,-0.011,0.083,126.36
2023-10-20,288,59.05,60.4,70.0,0,46.787,0.948,0.002,-0.013,0.105,126.36
2023-10-20,288,54.45,55.95,75.0,1,45.147,0.935,0.002,-0.015,0.129,126.36
2023-10-20,288,49.9,51.55,80.0,1,43.697,0.919,0.003,-0.017,0.156,126.36
2023-10-20,288,46.0,47.1,85.0,0,42.386,0.9,0.003,-0.02,0.186,126.36
2023-10-20,288,41.65,42.85,90.0,0,41.083,0.877,0.004,-0.022,0.218,126.36
2023-10-20,288,37.5,38.45,95.0,0,39.913,0.85,0.005,-0.024,0.252,126.36
2023-10-20,288,33.8,34.8,100.0,0,38.87,0.819,0.006,-0.026,0.287,126.36
2023-10-20,288,30.3,31.1,105.0,0,37.94,0.784,0.007,-0.028,0.321,126.36
2023-10-20,288,26.75,27.65,110.0,0,36.771,0.746,0.008,-0.029,0.353,126.36
2023-10-20,288,23.6,24.25,115.0,0,35.829,0.703,0.008,-0.03,0.383,126.36
2023-10-20,288,20.4,21.15,120.0,0,35.212,0.656,0.009,-0.031,0.408,126.36
2023-10-20,288,17.85,18.25,125.0,2,34.433,0.608,0.01,-0.031,0.427,126.36
2023-10-20,288,15.0,15.55,130.0,2,33.543,0.557,0.01,-0.031,0.439,126.36
2023-10-20,288,12.9,13.15,135.0,7,33.798,0.508,0.01,-0.031,0.444,126.36
2023-10-20,288,10.8,11.05,140.0,98,33.075,0.456,0.011,-0.03,0.442,126.36
2023-10-20,288,8.95,9.25,145.0,4,32.471,0.406,0.011,-0.029,0.433,126.36
2023-10-20,288,7.2,7.6,150.0,10,31.65,0.355,0.01,-0.027,0.416,126.36
2023-10-20,288,5.95,6.3,155.0,30,31.359,0.311,0.01,-0.025,0.395,126.36
2023-10-20,288,4.75,5.05,160.0,10,30.718,0.266,0.009,-0.022,0.367,126.36
2023-10-20,288,3.85,4.1,165.0,142,30.424,0.227,0.009,-0.02,0.338,126.36
2023-10-20,288,3.1,3.4,170.0,2,30.305,0.194,0.008,-0.018,0.308,126.36
2023-10-20,288,2.46,2.76,175.0,21,30.065,0.164,0.007,-0.016,0.277,126.36
2023-10-20,288,1.95,2.22,180.0,1,29.848,0.137,0.007,-0.014,0.246,126.36
2023-10-20,288,1.54,1.81,185.0,0,29.732,0.115,0.006,-0.012,0.217,126.36
2023-10-20,288,1.23,1.41,190.0,0,29.515,0.094,0.005,-0.011,0.188,126.36
2023-10-20,288,0.99,1.2,195.0,0,29.68,0.08,0.004,-0.009,0.167,126.36
2023-10-20,288,0.8,0.95,200.0,4,29.606,0.066,0.004,-0.008,0.144,126.36
2023-10-20,288,0.62,0.84,205.0,0,29.798,0.056,0.003,-0.007,0.127,126.36
2023-10-20,288,0.5,0.7,210.0,0,29.895,0.047,0.003,-0.006,0.111,126.36
2023-12-15,344,63.3,65.4,65.0,2,47.157,0.951,0.001,-0.011,0.104,126.36
2023-12-15,344,59.45,61.25,70.0,0,45.329,0.94,0.002,-0.013,0.127,126.36
2023-12-15,344,55.2,56.6,75.0,0,44.265,0.925,0.002,-0.015,0.156,126.36
2023-12-15,344,51.05,52.65,80.0,4,42.686,0.909,0.003,-0.016,0.184,126.36
2023-12-15,344,46.95,48.5,85.0,0,41.53,0.889,0.003,-0.018,0.217,126.36
2023-12-15,344,42.85,44.1,90.0,0,40.477,0.865,0.004,-0.02,0.251,126.36
2023-12-15,344,38.7,39.65,95.0,0,39.278,0.839,0.005,-0.022,0.286,126.36
2023-12-15,344,35.55,35.8,100.0,0,38.377,0.809,0.006,-0.024,0.322,126.36
2023-12-15,344,31.55,32.4,105.0,0,37.373,0.776,0.006,-0.025,0.356,126.36
2023-12-15,344,28.4,28.8,110.0,0,36.452,0.739,0.007,-0.026,0.388,126.36
2023-12-15,344,25.25,25.85,115.0,0,35.683,0.699,0.008,-0.027,0.418,126.36
2023-12-15,344,22.0,22.85,120.0,1,34.898,0.657,0.008,-0.028,0.443,126.36
2023-12-15,344,19.3,19.85,125.0,23,34.184,0.612,0.009,-0.028,0.463,126.36
2023-12-15,344,16.9,17.15,130.0,24,33.776,0.566,0.009,-0.028,0.476,126.36
2023-12-15,344,14.3,15.15,135.0,1,34.057,0.522,0.009,-0.029,0.483,126.36
2023-12-15,344,12.45,12.7,140.0,121,33.321,0.475,0.01,-0.028,0.484,126.36
2023-12-15,344,10.6,10.8,145.0,18,32.742,0.429,0.01,-0.027,0.478,126.36
2023-12-15,344,8.9,9.1,150.0,258,32.123,0.384,0.01,-0.025,0.465,126.36
2023-12-15,344,7.4,7.7,155.0,228,31.64,0.341,0.009,-0.024,0.447,126.36
2023-12-15,344,6.15,6.4,160.0,117,31.158,0.3,0.009,-0.022,0.424,126.36
2023-12-15,344,5.05,5.3,165.0,0,30.704,0.261,0.009,-0.02,0.397,126.36
2023-12-15,344,4.2,4.4,170.0,2,30.453,0.227,0.008,-0.019,0.368,126.36
2023-12-15,344,3.45,3.75,175.0,0,30.349,0.198,0.007,-0.017,0.34,126.36
2023-12-15,344,2.81,2.99,180.0,28,29.912,0.168,0.007,-0.015,0.307,126.36
2023-12-15,344,2.15,2.57,185.0,0,29.655,0.143,0.006,-0.013,0.276,126.36
2023-12-15,344,1.87,2.05,190.0,0,29.612,0.123,0.006,-0.012,0.248,126.36
2023-12-15,344,1.41,1.75,195.0,30,29.37,0.103,0.005,-0.01,0.219,126.36
2023-12-15,344,1.24,1.47,200.0,10,29.589,0.09,0.004,-0.009,0.199,126.36
2023-12-15,344,1.02,1.31,205.0,0,29.808,0.079,0.004,-0.009,0.18,126.36
2023-12-15,344,0.73,0.97,210.0,3,29.032,0.061,0.003,-0.007,0.148,126.36
2024-01-19,379,72.95,75.1,55.0,0,49.107,0.967,0.001,-0.008,0.071,126.36
2024-01-19,379,68.75,70.45,60.0,16,47.494,0.959,0.001,-0.009,0.09,126.36
2024-01-19,379,64.05,66.05,65.0,0,45.596,0.95,0.001,-0.011,0.111,126.36
2024-01-19,379,59.45,61.4,70.0,3,44.27,0.938,0.002,-0.013,0.137,126.36
2024-01-19,379,55.35,57.15,75.0,0,43.033,0.924,0.002,-0.014,0.166,126.36
2024-01-19,379,51.4,52.95,80.0,0,41.757,0.907,0.003,-0.016,0.197,126.36
2024-01-19,379,47.55,49.2,85.0,2,40.918,0.886,0.003,-0.018,0.232,126.36
2024-01-19,379,43.6,44.5,90.0,524,40.562,0.86,0.004,-0.02,0.271,126.36
2024-01-19,379,39.6,40.55,95.0,3,38.836,0.837,0.005,-0.021,0.303,126.36
2024-01-19,379,35.95,36.85,100.0,9,37.88,0.808,0.005,-0.023,0.339,126.36
2024-01-19,379,32.55,33.35,105.0,1,37.51,0.774,0.006,-0.025,0.376,126.36
2024-01-19,379,29.25,29.8,110.0,426,36.047,0.74,0.007,-0.025,0.407,126.36
2024-01-19,379,26.1,26.6,115.0,1,35.331,0.702,0.007,-0.026,0.437,126.36
2024-01-19,379,23.15,24.0,120.0,105,34.452,0.661,0.008,-0.027,0.463,126.36
2024-01-19,379,20.4,20.7,125.0,77,33.82,0.618,0.009,-0.027,0.484,126.36
2024-01-19,379,17.8,18.1,130.0,94,33.342,0.574,0.009,-0.027,0.498,126.36
2024-01-19,379,15.4,15.85,135.0,79,33.727,0.532,0.009,-0.027,0.506,126.36
2024-01-19,379,13.35,13.6,140.0,898,33.059,0.487,0.009,-0.027,0.508,126.36
2024-01-19,379,11.45,11.8,145.0,89,32.608,0.443,0.009,-0.026,0.504,126.36
2024-01-19,379,9.7,9.95,150.0,252,31.888,0.399,0.009,-0.025,0.493,126.36
2024-01-19,379,8.15,8.55,155.0,80,31.463,0.358,0.009,-0.023,0.477,126.36
2024-01-19,379,6.95,7.3,160.0,94,31.219,0.319,0.009,-0.022,0.457,126.36
2024-01-19,379,5.6,6.25,165.0,67,30.692,0.281,0.008,-0.02,0.432,126.36
2024-01-19,379,4.75,5.1,170.0,99,30.285,0.246,0.008,-0.019,0.403,126.36
2024-01-19,379,4.0,4.25,175.0,32,30.056,0.215,0.008,-0.017,0.374,126.36
2024-01-19,379,3.35,3.7,180.0,90,30.084,0.189,0.007,-0.016,0.347,126.36
2024-01-19,379,2.64,2.99,185.0,38,29.483,0.16,0.006,-0.014,0.312,126.36
2024-01-19,379,2.3,2.5,190.0,27,29.567,0.14,0.006,-0.013,0.286,126.36
2024-01-19,379,1.87,2.21,195.0,69,29.612,0.122,0.005,-0.011,0.26,126.36
2024-01-19,379,1.6,1.85,200.0,462,29.621,0.106,0.005,-0.01,0.235,126.36
2024-03-15,435,73.0,76.2,55.0,0,48.529,0.962,0.001,-0.008,0.087,126.36
2024-03-15,435,68.35,71.6,60.0,0,46.825,0.953,0.001,-0.009,0.108,126.36
2024-03-15,435,64.7,67.15,65.0,0,45.587,0.942,0.002,-0.011,0.134,126.36
2024-03-15,435,59.85,62.4,70.0,0,44.56,0.929,0.002,-0.013,0.164,126.36
2024-03-15,435,56.5,58.2,75.0,0,42.77,0.915,0.002,-0.014,0.191,126.36
2024-03-15,435,52.45,53.7,80.0,0,42.248,0.896,0.003,-0.016,0.228,126.36
2024-03-15,435,47.7,49.8,85.0,0,40.903,0.877,0.003,-0.017,0.261,126.36
2024-03-15,435,44.6,46.05,90.0,0,39.531,0.856,0.004,-0.019,0.295,126.36
2024-03-15,435,41.1,41.45,95.0,0,39.068,0.828,0.004,-0.021,0.334,126.36
2024-03-15,435,36.75,37.85,100.0,0,37.887,0.801,0.005,-0.022,0.369,126.36
2024-03-15,435,33.8,34.7,105.0,18,36.643,0.772,0.006,-0.023,0.403,126.36
2024-03-15,435,30.2,31.0,110.0,0,36.114,0.737,0.006,-0.024,0.437,126.36
2024-03-15,435,27.15,28.15,115.0,0,35.237,0.702,0.007,-0.025,0.467,126.36
2024-03-15,435,24.25,25.0,120.0,3,34.704,0.664,0.007,-0.025,0.493,126.36
2024-03-15,435,21.95,22.2,125.0,2,33.586,0.624,0.008,-0.025,0.514,126.36
2024-03-15,435,18.8,20.05,130.0,11,33.14,0.583,0.008,-0.025,0.53,126.36
2024-03-15,435,16.85,17.4,135.0,2,33.746,0.544,0.008,-0.026,0.54,126.36
2024-03-15,435,14.35,15.45,140.0,1,33.0,0.502,0.009,-0.025,0.544,126.36
2024-03-15,435,12.5,13.15,145.0,1,32.208,0.459,0.009,-0.024,0.542,126.36
2024-03-15,435,11.15,11.75,150.0,1,32.398,0.423,0.009,-0.024,0.535,126.36
2024-03-15,435,8.9,9.95,155.0,0,31.056,0.377,0.009,-0.022,0.52,126.36
2024-03-15,435,8.1,9.2,160.0,14,31.823,0.349,0.008,-0.022,0.507,126.36
2024-03-15,435,6.45,7.8,165.0,51,30.832,0.308,0.008,-0.02,0.482,126.36
2024-03-15,435,5.5,6.2,170.0,7,30.02,0.27,0.008,-0.018,0.453,126.36
2024-03-15,435,5.0,5.9,175.0,0,30.891,0.25,0.007,-0.018,0.436,126.36
2024-03-15,435,3.75,4.5,180.0,523,29.342,0.208,0.007,-0.015,0.394,126.36
2024-03-15,435,3.6,3.9,185.0,0,29.88,0.19,0.007,-0.015,0.373,126.36
2024-03-15,435,3.0,3.65,190.0,4,30.13,0.172,0.006,-0.014,0.35,126.36
2024-03-15,435,2.46,3.2,195.0,0,29.994,0.151,0.006,-0.013,0.322,126.36
2024-03-15,435,2.0,2.45,200.0,20,29.248,0.126,0.005,-0.011,0.285,126.36
2024-06-21,533,73.65,76.9,55.0,1,47.891,0.952,0.001,-0.008,0.115,126.36
2024-06-21,533,68.9,72.2,60.0,0,45.139,0.945,0.001,-0.009,0.133,126.36
2024-06-21,533,64.65,68.6,65.0,1,42.856,0.936,0.002,-0.01,0.155,126.36
2024-06-21,533,61.55,63.65,70.0,0,42.682,0.921,0.002,-0.012,0.193,126.36
2024-06-21,533,57.45,59.75,75.0,1,41.442,0.906,0.002,-0.013,0.225,126.36
2024-06-21,533,53.45,55.5,80.0,0,40.542,0.888,0.003,-0.015,0.262,126.36
2024-06-21,533,49.7,50.85,85.0,0,40.05,0.867,0.003,-0.016,0.302,126.36
2024-06-21,533,46.35,47.4,90.0,0,38.56,0.847,0.004,-0.017,0.336,126.36
2024-06-21,533,42.15,43.95,95.0,0,37.861,0.822,0.004,-0.018,0.375,126.36
2024-06-21,533,39.4,40.1,100.0,7,36.954,0.796,0.005,-0.02,0.411,126.36
2024-06-21,533,35.75,36.65,105.0,0,36.625,0.766,0.005,-0.021,0.449,126.36
2024-06-21,533,32.2,33.65,110.0,1,35.674,0.736,0.006,-0.022,0.482,126.36
