expirationDate,daysToExpiration,bid,ask,strikePrice,totalVolume,volatility,delta,gamma,theta,vega,stock_price
2023-01-06,9,5.65,5.8,126.0,93,36.415,0.713,0.042,-0.142,0.076,130.03
2023-01-06,9,4.95,5.1,127.0,760,35.965,0.67,0.045,-0.148,0.081,130.03
2023-01-06,9,4.35,4.45,128.0,176,35.532,0.624,0.048,-0.152,0.084,130.03
2023-01-06,9,3.7,3.8,129.0,1642,35.192,0.575,0.05,-0.154,0.087,130.03
2023-01-06,9,3.15,3.25,130.0,4302,34.798,0.524,0.051,-0.154,0.089,130.03
2023-01-06,9,2.68,2.71,131.0,2806,34.399,0.472,0.052,-0.151,0.088,130.03
2023-01-06,9,2.22,2.26,132.0,4645,34.03,0.42,0.052,-0.146,0.087,130.03
2023-01-06,9,1.82,1.85,133.0,1992,33.639,0.369,0.05,-0.139,0.084,130.03
2023-01-06,9,1.43,1.5,134.0,2339,33.045,0.317,0.049,-0.129,0.079,130.03
2023-01-06,9,1.18,1.2,135.0,8149,33.041,0.272,0.045,-0.119,0.074,130.03
2023-01-06,9,0.91,0.95,136.0,2224,32.636,0.227,0.042,-0.107,0.067,130.03
2023-01-06,9,0.7,0.74,137.0,1991,32.34,0.187,0.037,-0.094,0.06,130.03
2023-01-06,9,0.54,0.57,138.0,1204,32.178,0.153,0.033,-0.082,0.052,130.03
2023-01-06,9,0.42,0.44,139.0,1278,32.201,0.124,0.029,-0.071,0.046,130.03
2023-01-06,9,0.33,0.34,140.0,4523,32.358,0.101,0.024,-0.061,0.039,130.03
2023-01-06,9,0.25,0.26,141.0,631,32.389,0.08,0.021,-0.052,0.033,130.03
2023-01-06,9,0.19,0.2,142.0,1448,32.522,0.063,0.017,-0.043,0.028,130.03
2023-01-06,9,0.15,0.16,143.0,696,32.953,0.051,0.014,-0.037,0.023,130.03
2023-01-06,9,0.11,0.13,144.0,2176,33.222,0.041,0.012,-0.031,0.02,130.03
2023-01-06,9,0.09,0.1,145.0,1246,33.636,0.033,0.01,-0.026,0.016,130.03
2023-01-13,16,45.1,45.5,85.0,0,74.701,0.997,0.001,-0.019,0.003,130.03
2023-01-13,16,40.1,40.55,90.0,1,66.87,0.995,0.001,-0.021,0.004,130.03
2023-01-13,16,35.15,35.5,95.0,0,62.421,0.991,0.001,-0.026,0.007,130.03
2023-01-13,16,30.15,30.65,100.0,0,57.586,0.985,0.002,-0.033,0.011,130.03
2023-01-13,16,25.3,25.7,105.0,2,52.531,0.973,0.004,-0.041,0.018,130.03
2023-01-13,16,20.45,20.8,110.0,3,47.749,0.953,0.007,-0.054,0.028,130.03
2023-01-13,16,15.7,16.05,115.0,2,43.822,0.912,0.013,-0.072,0.046,130.03
2023-01-13,16,11.3,11.5,120.0,4,40.965,0.833,0.021,-0.097,0.072,130.03
2023-01-13,16,8.15,8.35,124.0,1,39.25,0.733,0.029,-0.117,0.094,130.03
2023-01-13,16,7.45,7.7,125.0,18,38.877,0.704,0.031,-0.121,0.099,130.03
2023-01-13,16,6.75,6.95,126.0,6,38.406,0.672,0.033,-0.124,0.103,130.03
2023-01-13,16,6.05,6.25,127.0,29,38.11,0.638,0.034,-0.127,0.107,130.03
2023-01-13,16,5.45,5.65,128.0,29,37.775,0.603,0.036,-0.129,0.11,130.03
2023-01-13,16,4.9,5.0,129.0,1356,37.35,0.567,0.037,-0.129,0.113,130.03
2023-01-13,16,4.35,4.45,130.0,1535,37.045,0.53,0.038,-0.129,0.114,130.03
2023-01-13,16,3.8,3.95,131.0,440,36.579,0.492,0.038,-0.127,0.114,130.03
2023-01-13,16,3.35,3.45,132.0,333,36.272,0.454,0.038,-0.124,0.113,130.03
2023-01-13,16,2.88,2.97,133.0,368,35.626,0.415,0.038,-0.12,0.112,130.03
2023-01-13,16,2.47,2.56,134.0,1371,35.213,0.376,0.038,-0.115,0.109,130.03
2023-01-13,16,2.14,2.19,135.0,1455,35.009,0.339,0.037,-0.11,0.105,130.03
2023-01-13,16,1.83,1.87,136.0,450,34.799,0.304,0.035,-0.104,0.1,130.03
2023-01-13,16,1.52,1.57,137.0,792,34.332,0.268,0.034,-0.096,0.094,130.03
2023-01-13,16,1.27,1.32,138.0,491,34.084,0.235,0.032,-0.089,0.088,130.03
2023-01-13,16,1.05,1.1,139.0,287,33.823,0.205,0.029,-0.081,0.081,130.03
2023-01-13,16,0.89,0.92,140.0,1654,33.842,0.179,0.027,-0.075,0.075,130.03
2023-01-13,16,0.71,0.76,141.0,432,33.551,0.153,0.025,-0.067,0.067,130.03
2023-01-13,16,0.61,0.63,142.0,248,33.677,0.132,0.022,-0.061,0.061,130.03
2023-01-13,16,0.48,0.52,143.0,191,33.492,0.111,0.02,-0.053,0.054,130.03
2023-01-13,16,0.4,0.44,144.0,462,33.666,0.096,0.018,-0.048,0.049,130.03
2023-01-13,16,0.34,0.36,145.0,346,33.822,0.082,0.016,-0.043,0.043,130.03
2023-01-20,23,30.25,30.75,100.0,855,53.543,0.976,0.003,-0.034,0.019,130.03
2023-01-20,23,25.45,25.9,105.0,274,49.065,0.961,0.005,-0.042,0.028,130.03
2023-01-20,23,20.65,20.95,110.0,21,45.14,0.935,0.008,-0.053,0.043,130.03
2023-01-20,23,16.1,16.35,115.0,255,42.034,0.887,0.014,-0.069,0.065,130.03
2023-01-20,23,11.85,12.0,120.0,169,39.385,0.807,0.021,-0.086,0.093,130.03
2023-01-20,23,11.05,11.2,121.0,41,39.149,0.786,0.022,-0.091,0.099,130.03
2023-01-20,23,10.25,10.45,122.0,41,38.792,0.763,0.024,-0.094,0.104,130.03
2023-01-20,23,9.5,9.65,123.0,55,38.23,0.74,0.025,-0.097,0.11,130.03
2023-01-20,23,8.75,8.95,124.0,22,37.935,0.714,0.027,-0.1,0.115,130.03
2023-01-20,23,8.05,8.25,125.0,230,37.559,0.687,0.028,-0.102,0.12,130.03
2023-01-20,23,7.4,7.55,126.0,20,37.411,0.658,0.029,-0.105,0.124,130.03
2023-01-20,23,6.75,6.9,127.0,34,37.066,0.628,0.03,-0.106,0.128,130.03
2023-01-20,23,6.15,6.3,128.0,346,36.497,0.598,0.031,-0.106,0.131,130.03
2023-01-20,23,5.55,5.7,129.0,889,36.267,0.566,0.032,-0.107,0.133,130.03
2023-01-20,23,5.0,5.15,130.0,8867,35.985,0.534,0.033,-0.107,0.134,130.03
2023-01-20,23,4.5,4.6,131.0,1001,35.624,0.501,0.033,-0.106,0.135,130.03
2023-01-20,23,4.0,4.1,132.0,445,35.224,0.467,0.033,-0.104,0.134,130.03
2023-01-20,23,3.5,3.65,133.0,783,34.763,0.433,0.033,-0.101,0.133,130.03
2023-01-20,23,3.1,3.2,134.0,1733,34.426,0.4,0.033,-0.098,0.131,130.03
2023-01-20,23,2.73,2.78,135.0,6355,34.064,0.366,0.033,-0.094,0.127,130.03
2023-01-20,23,2.31,2.42,136.0,616,33.475,0.332,0.032,-0.089,0.123,130.03
2023-01-20,23,2.03,2.09,137.0,602,33.312,0.301,0.031,-0.084,0.118,130.03
2023-01-20,23,1.76,1.8,138.0,691,33.108,0.271,0.03,-0.08,0.112,130.03
2023-01-20,23,1.5,1.54,139.0,775,32.822,0.242,0.028,-0.074,0.106,130.03
2023-01-20,23,1.3,1.32,140.0,11990,32.755,0.216,0.026,-0.069,0.099,130.03
2023-01-20,23,1.08,1.12,141.0,809,32.43,0.19,0.025,-0.063,0.092,130.03
2023-01-20,23,0.87,0.95,142.0,1273,32.038,0.165,0.023,-0.057,0.084,130.03
2023-01-20,23,0.77,0.8,143.0,1567,32.168,0.146,0.021,-0.053,0.077,130.03
2023-01-20,23,0.65,0.68,144.0,659,32.147,0.127,0.019,-0.048,0.07,130.03
2023-01-20,23,0.54,0.57,145.0,12863,32.033,0.11,0.017,-0.043,0.064,130.03
2023-01-27,30,45.05,46.15,85.0,0,63.626,0.99,0.001,-0.016,0.009,130.03
2023-01-27,30,40.1,41.1,90.0,0,58.635,0.986,0.001,-0.019,0.013,130.03
2023-01-27,30,35.15,36.3,95.0,0,55.48,0.977,0.002,-0.025,0.02,130.03
2023-01-27,30,30.3,31.45,100.0,9,51.063,0.966,0.004,-0.031,0.028,130.03
2023-01-27,30,25.5,26.6,105.0,0,47.62,0.946,0.006,-0.04,0.041,130.03
2023-01-27,30,21.0,21.8,110.0,4,45.459,0.909,0.009,-0.053,0.062,130.03
2023-01-27,30,16.4,17.35,115.0,8,42.243,0.858,0.014,-0.066,0.086,130.03
2023-01-27,30,12.35,13.15,120.0,23,40.135,0.777,0.019,-0.08,0.114,130.03
2023-01-27,30,9.55,10.1,124.0,5,39.025,0.69,0.024,-0.09,0.135,130.03
2023-01-27,30,8.75,9.3,125.0,68,38.346,0.667,0.025,-0.091,0.139,130.03
2023-01-27,30,8.15,8.65,126.0,10,38.016,0.642,0.026,-0.093,0.143,130.03
2023-01-27,30,7.5,8.05,127.0,11,37.834,0.615,0.026,-0.094,0.146,130.03
2023-01-27,30,6.85,7.3,128.0,89,37.475,0.588,0.027,-0.094,0.149,130.03
2023-01-27,30,6.35,6.75,129.0,73,36.942,0.561,0.028,-0.094,0.151,130.03
2023-01-27,30,5.85,6.1,130.0,420,36.451,0.533,0.028,-0.093,0.152,130.03
2023-01-27,30,5.1,5.6,131.0,104,36.694,0.505,0.028,-0.094,0.153,130.03
2023-01-27,30,4.75,5.1,132.0,144,36.681,0.477,0.028,-0.094,0.152,130.03
2023-01-27,30,4.1,4.6,133.0,191,36.487,0.449,0.028,-0.092,0.151,130.03
2023-01-27,30,3.9,4.15,134.0,56,36.391,0.421,0.028,-0.091,0.15,130.03
2023-01-27,30,3.55,3.7,135.0,842,36.114,0.393,0.028,-0.088,0.147,130.03
2023-01-27,30,3.05,3.35,136.0,195,35.647,0.364,0.027,-0.085,0.144,130.03
2023-01-27,30,2.73,2.96,137.0,126,35.248,0.336,0.027,-0.082,0.14,130.03
2023-01-27,30,2.4,2.63,138.0,201,34.925,0.309,0.026,-0.078,0.135,130.03
2023-01-27,30,2.15,2.32,139.0,137,34.782,0.284,0.025,-0.074,0.13,130.03
2023-01-27,30,1.93,1.98,140.0,641,34.449,0.258,0.024,-0.07,0.124,130.03
2023-01-27,30,1.59,1.8,141.0,38,34.071,0.233,0.023,-0.066,0.117,130.03
2023-01-27,30,1.38,1.57,142.0,140,33.832,0.211,0.022,-0.061,0.11,130.03
2023-01-27,30,1.19,1.35,143.0,384,33.527,0.188,0.021,-0.057,0.103,130.03
2023-01-27,30,1.03,1.19,144.0,71,33.465,0.17,0.02,-0.053,0.097,130.03
2023-01-27,30,0.87,1.02,145.0,344,33.296,0.151,0.018,-0.049,0.09,130.03
2023-02-03,37,45.1,46.3,85.0,0,61.989,0.987,0.001,-0.021,0.014,130.03
2023-02-03,37,40.2,41.3,90.0,0,57.295,0.982,0.002,-0.025,0.019,130.03
2023-02-03,37,35.1,36.65,95.0,0,53.714,0.972,0.003,-0.03,0.027,130.03
2023-02-03,37,30.15,31.55,100.0,0,51.221,0.954,0.004,-0.038,0.041,130.03
2023-02-03,37,25.5,27.0,105.0,0,47.615,0.932,0.007,-0.046,0.056,130.03
2023-02-03,37,21.2,22.35,110.0,0,45.268,0.893,0.01,-0.057,0.078,130.03
2023-02-03,37,16.8,18.05,115.0,0,43.103,0.836,0.014,-0.069,0.104,130.03
2023-02-03,37,13.0,13.55,120.0,1,41.906,0.755,0.018,-0.082,0.133,130.03
2023-02-03,37,10.3,10.65,124.0,2,40.644,0.678,0.021,-0.089,0.152,130.03
2023-02-03,37,9.65,10.05,125.0,14,40.383,0.656,0.022,-0.091,0.156,130.03
2023-02-03,37,9.0,9.35,126.0,89,39.99,0.634,0.022,-0.091,0.159,130.03
2023-02-03,37,8.25,8.85,127.0,9,39.743,0.612,0.023,-0.092,0.162,130.03
2023-02-03,37,7.2,8.15,128.0,2,39.507,0.589,0.023,-0.093,0.165,130.03
2023-02-03,37,7.2,7.55,129.0,123,39.133,0.565,0.024,-0.092,0.167,130.03
2023-02-03,37,6.65,7.05,130.0,376,38.624,0.541,0.024,-0.092,0.168,130.03
2023-02-03,37,6.1,6.5,131.0,122,38.298,0.516,0.025,-0.091,0.169,130.03
2023-02-03,37,5.5,6.0,132.0,180,37.824,0.491,0.025,-0.09,0.169,130.03
2023-02-03,37,5.1,5.5,133.0,31,37.44,0.466,0.025,-0.088,0.168,130.03
2023-02-03,37,4.45,5.0,134.0,35,36.909,0.44,0.025,-0.086,0.167,130.03
2023-02-03,37,4.25,4.6,135.0,269,36.808,0.416,0.025,-0.085,0.165,130.03
2023-02-03,37,3.8,4.15,136.0,23,36.562,0.391,0.025,-0.083,0.162,130.03
2023-02-03,37,3.4,3.8,137.0,13,36.241,0.366,0.025,-0.08,0.159,130.03
2023-02-03,37,3.1,3.45,138.0,19,36.048,0.342,0.024,-0.078,0.155,130.03
2023-02-03,37,2.74,3.1,139.0,22,35.703,0.318,0.024,-0.074,0.151,130.03
2023-02-03,37,2.4,2.78,140.0,153,35.228,0.293,0.023,-0.071,0.145,130.03
2023-02-03,37,2.21,2.47,141.0,21,35.183,0.272,0.022,-0.068,0.14,130.03
2023-02-03,37,2.0,2.2,142.0,290,35.068,0.251,0.021,-0.065,0.135,130.03
2023-02-03,37,1.69,1.98,143.0,65,34.956,0.231,0.021,-0.062,0.129,130.03
2023-02-03,37,1.62,1.76,144.0,374,34.752,0.211,0.02,-0.058,0.122,130.03
2023-02-03,37,1.3,1.54,145.0,303,34.386,0.191,0.019,-0.054,0.115,130.03
2023-02-17,51,70.2,70.55,60.0,0,78.125,0.996,0.0,-0.007,0.004,130.03
2023-02-17,51,65.2,65.65,65.0,0,74.252,0.994,0.0,-0.009,0.006,130.03
2023-02-17,51,60.3,60.7,70.0,0,69.503,0.992,0.001,-0.011,0.009,130.03
2023-02-17,51,55.35,55.7,75.0,0,66.06,0.989,0.001,-0.014,0.013,130.03
2023-02-17,51,50.4,50.8,80.0,16,62.272,0.984,0.001,-0.017,0.018,130.03
2023-02-17,51,45.5,45.95,85.0,13,58.818,0.978,0.002,-0.02,0.025,130.03
2023-02-17,51,40.65,41.1,90.0,254,55.575,0.968,0.003,-0.025,0.034,130.03
2023-02-17,51,35.85,36.2,95.0,66,52.385,0.954,0.004,-0.031,0.046,130.03
2023-02-17,51,31.15,31.45,100.0,13,49.679,0.933,0.005,-0.038,0.063,130.03
2023-02-17,51,26.6,26.95,105.0,23,47.49,0.903,0.007,-0.046,0.084,130.03
2023-02-17,51,22.2,22.55,110.0,171,45.485,0.86,0.01,-0.055,0.109,130.03
2023-02-17,51,18.0,18.35,115.0,155,43.406,0.804,0.013,-0.064,0.136,130.03
2023-02-17,51,14.2,14.55,120.0,877,41.65,0.731,0.016,-0.072,0.162,130.03
2023-02-17,51,10.8,10.95,125.0,748,40.044,0.643,0.019,-0.077,0.184,130.03
2023-02-17,51,7.85,7.95,130.0,18925,38.404,0.543,0.021,-0.077,0.195,130.03
2023-02-17,51,5.35,5.45,135.0,2491,36.712,0.435,0.022,-0.073,0.194,130.03
2023-02-17,51,3.4,3.5,140.0,2723,35.061,0.326,0.021,-0.063,0.178,130.03
2023-02-17,51,2.07,2.13,145.0,1238,33.951,0.229,0.018,-0.051,0.15,130.03
2023-02-17,51,1.22,1.25,150.0,3198,33.313,0.153,0.014,-0.039,0.116,130.03
2023-02-17,51,0.68,0.71,155.0,934,32.842,0.096,0.01,-0.027,0.084,130.03
2023-02-17,51,0.4,0.41,160.0,1186,33.0,0.06,0.007,-0.019,0.059,130.03
2023-02-17,51,0.24,0.25,165.0,954,33.51,0.039,0.005,-0.014,0.041,130.03
2023-02-17,51,0.15,0.16,170.0,272,34.266,0.025,0.003,-0.01,0.029,130.03
2023-02-17,51,0.1,0.11,175.0,314,35.3,0.017,0.002,-0.007,0.021,130.03
2023-02-17,51,0.07,0.08,180.0,390,36.479,0.013,0.002,-0.006,0.016,130.03
2023-02-17,51,0.05,0.06,185.0,708,37.661,0.009,0.001,-0.004,0.012,130.03
2023-02-17,51,0.03,0.05,190.0,825,38.933,0.007,0.001,-0.004,0.01,130.03
2023-02-17,51,0.03,0.04,195.0,49,40.307,0.006,0.001,-0.003,0.008,130.03
2023-02-17,51,0.02,0.04,200.0,8,41.327,0.004,0.001,-0.002,0.006,130.03
2023-02-17,51,0.01,0.02,205.0,13,41.84,0.003,0.0,-0.002,0.004,130.03
2023-03-17,79,70.35,70.75,60.0,0,68.523,0.993,0.0,-0.008,0.009,130.03
2023-03-17,79,65.4,65.9,65.0,0,65.637,0.99,0.001,-0.01,0.013,130.03
2023-03-17,79,60.55,60.95,70.0,4,62.427,0.987,0.001,-0.012,0.018,130.03
2023-03-17,79,55.6,56.15,75.0,20,59.186,0.982,0.001,-0.015,0.024,130.03
2023-03-17,79,50.8,51.2,80.0,5,56.286,0.975,0.002,-0.018,0.033,130.03
2023-03-17,79,46.05,46.45,85.0,0,53.489,0.966,0.002,-0.022,0.044,130.03
2023-03-17,79,41.2,41.7,90.0,2,50.837,0.953,0.003,-0.026,0.058,130.03
2023-03-17,79,36.55,36.95,95.0,0,48.474,0.935,0.004,-0.031,0.076,130.03
2023-03-17,79,32.05,32.3,100.0,89,46.444,0.91,0.006,-0.036,0.098,130.03
2023-03-17,79,27.6,27.85,105.0,17,44.499,0.877,0.007,-0.042,0.123,130.03
2023-03-17,79,23.35,23.6,110.0,57,42.851,0.833,0.009,-0.048,0.152,130.03
2023-03-17,79,19.4,19.55,115.0,18,41.118,0.779,0.012,-0.054,0.18,130.03
2023-03-17,79,15.65,16.05,120.0,74,39.507,0.714,0.014,-0.058,0.207,130.03
2023-03-17,79,12.35,12.5,125.0,236,38.076,0.638,0.016,-0.061,0.228,130.03
2023-03-17,79,9.45,9.55,130.0,1027,36.684,0.553,0.018,-0.061,0.241,130.03
2023-03-17,79,6.85,7.0,135.0,768,35.321,0.462,0.018,-0.058,0.242,130.03
2023-03-17,79,4.8,4.95,140.0,1866,34.082,0.37,0.018,-0.053,0.23,130.03
2023-03-17,79,3.2,3.35,145.0,616,32.928,0.283,0.017,-0.046,0.206,130.03
2023-03-17,79,2.11,2.19,150.0,1028,32.205,0.208,0.015,-0.037,0.175,130.03
2023-03-17,79,1.34,1.4,155.0,653,31.66,0.147,0.012,-0.029,0.14,130.03
2023-03-17,79,0.84,0.89,160.0,1061,31.393,0.101,0.009,-0.022,0.108,130.03
2023-03-17,79,0.54,0.57,165.0,377,31.454,0.069,0.007,-0.017,0.081,130.03
2023-03-17,79,0.34,0.37,170.0,639,31.592,0.047,0.005,-0.012,0.06,130.03
2023-03-17,79,0.23,0.25,175.0,389,32.08,0.033,0.004,-0.009,0.045,130.03
2023-03-17,79,0.16,0.17,180.0,558,32.636,0.023,0.003,-0.007,0.034,130.03
2023-03-17,79,0.12,0.14,185.0,200,33.599,0.018,0.002,-0.006,0.027,130.03
2023-03-17,79,0.08,0.09,190.0,16,34.006,0.012,0.002,-0.004,0.02,130.03
2023-03-17,79,0.06,0.07,195.0,105,34.832,0.01,0.001,-0.003,0.016,130.03
2023-03-17,79,0.05,0.07,200.0,269,36.18,0.008,0.001,-0.003,0.014,130.03
2023-03-17,79,0.03,0.05,210.0,36,38.369,0.006,0.001,-0.002,0.01,130.03
2023-04-21,114,80.4,81.0,50.0,6,69.942,0.994,0.0,-0.007,0.009,130.03
2023-04-21,114,70.65,71.2,60.0,1,62.545,0.99,0.0,-0.01,0.016,130.03
2023-04-21,114,60.95,61.5,70.0,0,57.139,0.981,0.001,-0.014,0.03,130.03
2023-04-21,114,56.1,56.7,75.0,2,54.679,0.974,0.001,-0.016,0.041,130.03
2023-04-21,114,51.35,51.95,80.0,0,52.058,0.966,0.002,-0.019,0.053,130.03
2023-04-21,114,46.65,47.2,85.0,0,50.007,0.953,0.003,-0.023,0.069,130.03
2023-04-21,114,41.95,42.5,90.0,9,48.129,0.936,0.003,-0.027,0.089,130.03
2023-04-21,114,37.55,37.8,95.0,41,45.957,0.916,0.004,-0.03,0.11,130.03
2023-04-21,114,33.1,33.55,100.0,30,44.387,0.888,0.006,-0.035,0.137,130.03
2023-04-21,114,28.85,29.1,105.0,33,42.676,0.855,0.007,-0.039,0.165,130.03
2023-04-21,114,24.7,25.2,110.0,17,41.143,0.813,0.009,-0.043,0.195,130.03
2023-04-21,114,20.95,21.3,115.0,2,39.747,0.762,0.011,-0.047,0.225,130.03
2023-04-21,114,17.25,17.6,120.0,116,38.317,0.704,0.012,-0.05,0.252,130.03
2023-04-21,114,14.15,14.35,125.0,28,37.089,0.637,0.014,-0.051,0.273,130.03
2023-04-21,114,11.2,11.45,130.0,388,35.816,0.565,0.015,-0.051,0.287,130.03
2023-04-21,114,8.65,8.8,135.0,502,34.838,0.488,0.016,-0.05,0.291,130.03
2023-04-21,114,6.45,6.6,140.0,333,33.612,0.409,0.016,-0.046,0.284,130.03
2023-04-21,114,4.7,4.85,145.0,645,32.688,0.333,0.015,-0.042,0.266,130.03
2023-04-21,114,3.3,3.45,150.0,1269,31.782,0.262,0.014,-0.036,0.238,130.03
2023-04-21,114,2.32,2.41,155.0,215,31.239,0.201,0.012,-0.03,0.205,130.03
2023-04-21,114,1.59,1.7,160.0,328,30.921,0.151,0.01,-0.025,0.171,130.03
2023-04-21,114,1.06,1.17,165.0,296,30.589,0.111,0.008,-0.02,0.138,130.03
2023-04-21,114,0.73,0.78,170.0,264,30.425,0.08,0.007,-0.015,0.109,130.03
2023-04-21,114,0.5,0.54,175.0,73,30.477,0.058,0.005,-0.012,0.085,130.03
2023-04-21,114,0.35,0.38,180.0,129,30.682,0.042,0.004,-0.009,0.066,130.03
2023-04-21,114,0.24,0.28,185.0,51,30.97,0.031,0.003,-0.007,0.052,130.03
2023-04-21,114,0.17,0.21,190.0,81,31.369,0.023,0.002,-0.006,0.04,130.03
2023-04-21,114,0.12,0.16,195.0,3,31.776,0.018,0.002,-0.005,0.032,130.03
2023-04-21,114,0.09,0.12,200.0,1,32.227,0.013,0.001,-0.004,0.025,130.03
2023-04-21,114,0.05,0.1,205.0,6,32.451,0.01,0.001,-0.003,0.019,130.03
2023-05-19,142,70.8,71.45,60.0,0,60.127,0.985,0.001,-0.01,0.024,130.03
2023-05-19,142,66.0,66.6,65.0,2,57.756,0.981,0.001,-0.012,0.033,130.03
2023-05-19,142,61.25,61.8,70.0,2,55.449,0.974,0.001,-0.014,0.044,130.03
2023-05-19,142,56.45,57.1,75.0,2,53.253,0.965,0.002,-0.017,0.057,130.03
2023-05-19,142,51.8,52.35,80.0,2,51.217,0.954,0.002,-0.02,0.074,130.03
2023-05-19,142,47.15,47.7,85.0,284,49.265,0.94,0.003,-0.023,0.093,130.03
2023-05-19,142,42.65,43.2,90.0,171,47.471,0.922,0.004,-0.026,0.116,130.03
2023-05-19,142,38.3,38.65,95.0,77,45.829,0.898,0.005,-0.03,0.141,130.03
2023-05-19,142,34.0,34.4,100.0,93,44.22,0.87,0.006,-0.034,0.169,130.03
2023-05-19,142,29.9,30.15,105.0,51,42.648,0.836,0.007,-0.037,0.199,130.03
2023-05-19,142,25.9,26.2,110.0,310,41.364,0.795,0.008,-0.041,0.229,130.03
2023-05-19,142,22.2,22.5,115.0,30,39.933,0.748,0.01,-0.043,0.258,130.03
2023-05-19,142,18.75,19.0,120.0,30,38.738,0.695,0.011,-0.046,0.284,130.03
2023-05-19,142,15.65,15.8,125.0,28,37.549,0.635,0.012,-0.047,0.305,130.03
2023-05-19,142,12.7,12.9,130.0,111,36.44,0.571,0.013,-0.047,0.319,130.03
2023-05-19,142,10.15,10.35,135.0,618,35.569,0.503,0.014,-0.046,0.324,130.03
2023-05-19,142,7.9,8.1,140.0,258,34.445,0.434,0.014,-0.043,0.32,130.03
2023-05-19,142,6.05,6.25,145.0,175,33.58,0.366,0.014,-0.04,0.306,130.03
