expirationDate,daysToExpiration,bid,ask,strikePrice,totalVolume,volatility,delta,gamma,theta,vega,stock_price
2023-01-06,8,0.05,0.06,145.0,422,34.305,0.022,0.008,-0.021,0.01,126.04
2023-01-13,15,14.75,14.95,116.0,0,44.881,0.903,0.014,-0.078,0.046,126.04
2023-01-13,15,13.85,14.0,117.0,0,44.237,0.889,0.016,-0.083,0.051,126.04
2023-01-13,15,12.95,13.1,118.0,0,43.633,0.873,0.018,-0.089,0.056,126.04
2023-01-13,15,12.05,12.25,119.0,0,42.95,0.856,0.02,-0.095,0.061,126.04
2023-01-13,15,11.2,11.35,120.0,3,42.407,0.837,0.022,-0.101,0.066,126.04
2023-01-13,15,10.35,10.55,121.0,0,41.808,0.816,0.024,-0.107,0.072,126.04
2023-01-13,15,9.55,9.75,122.0,1,41.269,0.792,0.026,-0.112,0.077,126.04
2023-01-13,15,8.75,8.95,123.0,2,40.813,0.766,0.028,-0.118,0.083,126.04
2023-01-13,15,8.0,8.15,124.0,3,40.343,0.737,0.03,-0.123,0.088,126.04
2023-01-13,15,7.3,7.4,125.0,35,39.839,0.707,0.032,-0.127,0.093,126.04
2023-01-13,15,6.55,6.7,126.0,65,39.336,0.675,0.034,-0.131,0.097,126.04
2023-01-13,15,5.9,6.05,127.0,204,38.911,0.64,0.036,-0.134,0.101,126.04
2023-01-13,15,5.25,5.4,128.0,1541,38.249,0.605,0.037,-0.135,0.104,126.04
2023-01-13,15,4.7,4.8,129.0,699,37.821,0.567,0.039,-0.136,0.106,126.04
2023-01-13,15,4.15,4.2,130.0,2004,37.505,0.528,0.039,-0.136,0.107,126.04
2023-01-13,15,3.6,3.65,131.0,455,36.96,0.488,0.04,-0.133,0.107,126.04
2023-01-13,15,3.1,3.15,132.0,692,36.134,0.447,0.041,-0.129,0.107,126.04
2023-01-13,15,2.68,2.7,133.0,454,35.77,0.406,0.04,-0.125,0.104,126.04
2023-01-13,15,2.27,2.29,134.0,299,35.254,0.365,0.04,-0.119,0.101,126.04
2023-01-13,15,1.9,1.93,135.0,1175,34.779,0.325,0.038,-0.112,0.097,126.04
2023-01-13,15,1.58,1.6,136.0,390,34.303,0.286,0.037,-0.104,0.092,126.04
2023-01-13,15,1.3,1.32,137.0,400,33.899,0.249,0.035,-0.096,0.085,126.04
2023-01-13,15,1.06,1.08,138.0,593,33.541,0.215,0.032,-0.087,0.079,126.04
2023-01-13,15,0.86,0.88,139.0,267,33.274,0.184,0.03,-0.079,0.072,126.04
2023-01-13,15,0.69,0.71,140.0,1805,33.012,0.155,0.027,-0.07,0.064,126.04
2023-01-13,15,0.56,0.57,141.0,234,32.893,0.131,0.024,-0.062,0.057,126.04
2023-01-13,15,0.44,0.46,142.0,394,32.734,0.109,0.021,-0.054,0.05,126.04
2023-01-13,15,0.35,0.37,143.0,238,32.691,0.09,0.019,-0.047,0.044,126.04
2023-01-13,15,0.28,0.29,144.0,160,32.626,0.074,0.016,-0.041,0.038,126.04
2023-01-13,15,0.22,0.24,145.0,207,32.75,0.062,0.014,-0.035,0.033,126.04
2023-01-20,22,20.6,20.9,110.0,11,46.457,0.936,0.008,-0.051,0.04,126.04
2023-01-20,22,16.0,16.2,115.0,40,42.956,0.889,0.014,-0.068,0.061,126.04
2023-01-20,22,13.4,13.6,118.0,6,41.32,0.846,0.018,-0.08,0.077,126.04
2023-01-20,22,12.55,12.7,119.0,30,40.836,0.828,0.019,-0.084,0.082,126.04
2023-01-20,22,11.7,11.85,120.0,789,40.384,0.809,0.021,-0.088,0.088,126.04
2023-01-20,22,10.9,11.05,121.0,39,39.89,0.788,0.022,-0.092,0.094,126.04
2023-01-20,22,10.15,10.25,122.0,98,39.446,0.765,0.024,-0.096,0.099,126.04
2023-01-20,22,9.35,9.5,123.0,48,39.028,0.741,0.026,-0.099,0.105,126.04
2023-01-20,22,8.65,8.75,124.0,85,38.618,0.715,0.027,-0.102,0.11,126.04
2023-01-20,22,7.9,8.05,125.0,1819,38.159,0.688,0.029,-0.105,0.115,126.04
2023-01-20,22,7.25,7.35,126.0,218,37.726,0.659,0.03,-0.107,0.119,126.04
2023-01-20,22,6.55,6.7,127.0,382,37.385,0.628,0.031,-0.109,0.122,126.04
2023-01-20,22,5.9,6.05,128.0,500,36.801,0.597,0.032,-0.109,0.125,126.04
2023-01-20,22,5.35,5.45,129.0,563,36.368,0.564,0.033,-0.109,0.128,126.04
2023-01-20,22,4.85,4.9,130.0,6555,36.069,0.53,0.034,-0.109,0.129,126.04
2023-01-20,22,4.3,4.35,131.0,840,35.753,0.496,0.034,-0.108,0.129,126.04
2023-01-20,22,3.8,3.85,132.0,1048,35.308,0.461,0.035,-0.106,0.129,126.04
2023-01-20,22,3.3,3.4,133.0,697,34.589,0.425,0.035,-0.102,0.127,126.04
2023-01-20,22,2.91,2.92,134.0,1074,34.262,0.39,0.035,-0.099,0.124,126.04
2023-01-20,22,2.51,2.52,135.0,12859,33.813,0.355,0.034,-0.094,0.121,126.04
2023-01-20,22,2.15,2.17,136.0,665,33.364,0.32,0.033,-0.089,0.116,126.04
2023-01-20,22,1.83,1.85,137.0,626,32.962,0.287,0.032,-0.084,0.11,126.04
2023-01-20,22,1.55,1.56,138.0,447,32.625,0.255,0.03,-0.078,0.104,126.04
2023-01-20,22,1.3,1.31,139.0,955,32.275,0.225,0.029,-0.072,0.097,126.04
2023-01-20,22,1.09,1.1,140.0,7692,31.926,0.196,0.027,-0.066,0.09,126.04
2023-01-20,22,0.9,0.91,141.0,784,31.722,0.171,0.025,-0.06,0.082,126.04
2023-01-20,22,0.74,0.75,142.0,752,31.465,0.147,0.023,-0.054,0.074,126.04
2023-01-20,22,0.61,0.62,143.0,1029,31.317,0.126,0.02,-0.048,0.067,126.04
2023-01-20,22,0.5,0.51,144.0,332,31.186,0.107,0.018,-0.043,0.06,126.04
2023-01-20,22,0.41,0.42,145.0,4124,31.118,0.091,0.016,-0.038,0.053,126.04
2023-01-27,29,15.5,15.95,116.0,0,42.834,0.844,0.015,-0.07,0.088,126.04
2023-01-27,29,14.65,15.15,117.0,0,42.15,0.831,0.016,-0.073,0.093,126.04
2023-01-27,29,13.8,14.35,118.0,0,41.75,0.814,0.017,-0.076,0.099,126.04
2023-01-27,29,13.0,13.55,119.0,4,41.483,0.796,0.018,-0.08,0.105,126.04
2023-01-27,29,12.15,12.75,120.0,38,40.864,0.778,0.02,-0.082,0.11,126.04
2023-01-27,29,11.45,12.0,121.0,0,40.626,0.758,0.021,-0.085,0.115,126.04
2023-01-27,29,10.65,11.2,122.0,7,40.213,0.737,0.022,-0.088,0.121,126.04
2023-01-27,29,9.95,10.3,123.0,0,39.437,0.716,0.023,-0.089,0.125,126.04
2023-01-27,29,9.25,9.6,124.0,24,39.558,0.691,0.024,-0.093,0.13,126.04
2023-01-27,29,8.65,9.0,125.0,112,39.102,0.667,0.025,-0.094,0.134,126.04
2023-01-27,29,7.95,8.2,126.0,42,38.658,0.642,0.026,-0.096,0.138,126.04
2023-01-27,29,7.3,7.55,127.0,38,38.039,0.616,0.027,-0.096,0.141,126.04
2023-01-27,29,6.7,6.95,128.0,262,37.595,0.588,0.028,-0.096,0.144,126.04
2023-01-27,29,6.1,6.35,129.0,120,37.481,0.56,0.028,-0.097,0.146,126.04
2023-01-27,29,5.55,5.75,130.0,626,37.002,0.531,0.029,-0.097,0.147,126.04
2023-01-27,29,5.0,5.25,131.0,85,36.679,0.502,0.029,-0.096,0.148,126.04
2023-01-27,29,4.5,4.8,132.0,62,36.475,0.473,0.029,-0.095,0.147,126.04
2023-01-27,29,4.15,4.25,133.0,45,36.246,0.443,0.029,-0.093,0.146,126.04
2023-01-27,29,3.55,3.8,134.0,55,35.296,0.412,0.03,-0.09,0.144,126.04
2023-01-27,29,3.25,3.4,135.0,234,35.178,0.383,0.029,-0.087,0.141,126.04
2023-01-27,29,2.78,3.05,136.0,94,34.785,0.353,0.029,-0.084,0.138,126.04
2023-01-27,29,2.44,2.6,137.0,110,34.095,0.322,0.028,-0.079,0.133,126.04
2023-01-27,29,2.12,2.25,138.0,203,33.623,0.293,0.028,-0.075,0.127,126.04
2023-01-27,29,1.82,2.03,139.0,26,33.524,0.267,0.026,-0.071,0.122,126.04
2023-01-27,29,1.57,1.73,140.0,753,33.084,0.239,0.025,-0.066,0.115,126.04
2023-01-27,29,1.38,1.48,141.0,23,32.898,0.215,0.024,-0.062,0.108,126.04
2023-01-27,29,1.15,1.3,142.0,101,32.634,0.192,0.023,-0.057,0.101,126.04
2023-01-27,29,0.97,1.13,143.0,91,32.45,0.17,0.021,-0.053,0.094,126.04
2023-01-27,29,0.82,0.97,144.0,35,32.265,0.15,0.02,-0.048,0.087,126.04
2023-01-27,29,0.74,0.81,145.0,525,32.1,0.132,0.018,-0.044,0.079,126.04
2023-02-03,36,16.15,16.85,116.0,0,43.636,0.82,0.014,-0.071,0.107,126.04
2023-02-03,36,15.3,16.05,117.0,0,43.808,0.803,0.015,-0.075,0.114,126.04
2023-02-03,36,14.55,15.0,118.0,0,43.47,0.787,0.016,-0.078,0.119,126.04
2023-02-03,36,13.4,14.25,119.0,0,42.401,0.773,0.017,-0.079,0.124,126.04
2023-02-03,36,12.55,13.75,120.0,7,42.421,0.754,0.018,-0.082,0.129,126.04
2023-02-03,36,12.25,13.05,121.0,0,42.134,0.735,0.019,-0.084,0.134,126.04
2023-02-03,36,11.35,12.35,122.0,6,41.281,0.718,0.02,-0.085,0.139,126.04
2023-02-03,36,10.8,11.2,123.0,4,41.371,0.696,0.02,-0.088,0.144,126.04
2023-02-03,36,9.95,11.15,124.0,100,40.794,0.676,0.021,-0.089,0.148,126.04
2023-02-03,36,9.45,9.85,125.0,14,40.586,0.654,0.022,-0.09,0.152,126.04
2023-02-03,36,8.85,9.35,126.0,15,40.396,0.631,0.023,-0.092,0.155,126.04
2023-02-03,36,8.2,8.7,127.0,9,40.06,0.608,0.023,-0.092,0.158,126.04
2023-02-03,36,7.65,8.2,128.0,15,39.582,0.585,0.024,-0.092,0.16,126.04
2023-02-03,36,7.0,7.4,129.0,64,38.964,0.561,0.025,-0.092,0.162,126.04
2023-02-03,36,6.55,6.8,130.0,139,38.815,0.536,0.025,-0.092,0.163,126.04
2023-02-03,36,5.95,6.25,131.0,14,38.607,0.511,0.025,-0.092,0.164,126.04
2023-02-03,36,5.45,5.8,132.0,126,38.446,0.486,0.025,-0.091,0.164,126.04
2023-02-03,36,5.0,5.25,133.0,81,37.983,0.46,0.025,-0.089,0.163,126.04
2023-02-03,36,4.5,4.8,134.0,16,37.518,0.434,0.025,-0.087,0.162,126.04
2023-02-03,36,4.1,4.4,135.0,78,37.363,0.409,0.025,-0.086,0.16,126.04
2023-02-03,36,3.7,3.95,136.0,77,36.895,0.384,0.025,-0.083,0.157,126.04
2023-02-03,36,3.35,3.6,137.0,32,36.585,0.358,0.025,-0.08,0.154,126.04
2023-02-03,36,2.89,3.25,138.0,33,36.078,0.332,0.024,-0.077,0.15,126.04
2023-02-03,36,2.62,2.9,139.0,20,35.771,0.308,0.024,-0.074,0.145,126.04
2023-02-03,36,2.34,2.57,140.0,192,35.544,0.285,0.023,-0.071,0.14,126.04
2023-02-03,36,2.03,2.28,141.0,32,35.075,0.26,0.022,-0.067,0.134,126.04
2023-02-03,36,1.76,2.02,142.0,194,34.688,0.237,0.022,-0.063,0.127,126.04
2023-02-03,36,1.57,1.78,143.0,52,34.525,0.217,0.021,-0.059,0.121,126.04
2023-02-03,36,1.36,1.57,144.0,171,34.239,0.196,0.02,-0.055,0.114,126.04
2023-02-03,36,1.23,1.32,145.0,372,33.955,0.177,0.019,-0.051,0.107,126.04
2023-02-10,43,15.75,18.05,116.0,0,45.98,0.793,0.014,-0.073,0.128,126.04
2023-02-10,43,15.5,16.45,117.0,0,44.876,0.781,0.015,-0.074,0.132,126.04
2023-02-10,43,14.65,16.15,118.0,0,43.277,0.771,0.015,-0.073,0.135,126.04
2023-02-10,43,14.25,15.1,119.0,0,43.434,0.753,0.016,-0.076,0.141,126.04
2023-02-10,43,12.5,14.5,120.0,9,43.174,0.737,0.017,-0.078,0.146,126.04
2023-02-10,43,12.6,13.9,121.0,0,42.536,0.72,0.017,-0.079,0.151,126.04
2023-02-10,43,12.05,13.35,122.0,0,42.45,0.702,0.018,-0.081,0.155,126.04
2023-02-10,43,11.25,12.45,123.0,0,41.926,0.684,0.019,-0.082,0.159,126.04
2023-02-10,43,10.65,12.15,124.0,7,41.452,0.665,0.019,-0.083,0.163,126.04
2023-02-10,43,10.05,10.6,125.0,7,41.32,0.644,0.02,-0.084,0.167,126.04
2023-02-10,43,9.35,10.0,126.0,0,41.066,0.624,0.02,-0.085,0.17,126.04
2023-02-10,43,8.6,10.3,127.0,0,40.549,0.603,0.021,-0.085,0.173,126.04
2023-02-10,43,8.1,8.95,128.0,0,39.777,0.582,0.022,-0.085,0.175,126.04
2023-02-10,43,7.6,8.45,129.0,2,40.024,0.56,0.022,-0.086,0.177,126.04
2023-02-10,43,7.05,7.4,130.0,8,38.88,0.538,0.023,-0.084,0.178,126.04
2023-02-10,43,6.1,6.85,131.0,5,37.432,0.513,0.024,-0.081,0.179,126.04
2023-02-10,43,6.0,6.45,132.0,1,38.543,0.492,0.023,-0.083,0.179,126.04
2023-02-10,43,5.6,5.9,133.0,1,38.27,0.469,0.023,-0.082,0.179,126.04
2023-02-10,43,5.05,5.5,134.0,10,37.871,0.445,0.023,-0.081,0.177,126.04
2023-02-10,43,4.65,5.0,135.0,60,37.484,0.422,0.023,-0.079,0.176,126.04
2023-02-10,43,4.2,4.55,136.0,5,36.964,0.397,0.023,-0.077,0.173,126.04
2023-02-10,43,2.62,4.35,137.0,0,33.699,0.36,0.025,-0.068,0.168,126.04
2023-02-10,43,3.4,3.7,138.0,4,35.94,0.349,0.023,-0.072,0.166,126.04
2023-02-10,43,3.1,3.4,139.0,13,35.898,0.328,0.022,-0.07,0.162,126.04
2023-02-10,43,2.75,2.99,140.0,76,35.22,0.303,0.022,-0.066,0.157,126.04
2023-02-17,50,70.15,70.5,60.0,0,79.592,0.995,0.0,-0.005,0.004,126.04
2023-02-17,50,65.2,65.5,65.0,5,75.641,0.993,0.0,-0.007,0.006,126.04
2023-02-17,50,60.25,60.55,70.0,16,70.797,0.992,0.001,-0.009,0.009,126.04
2023-02-17,50,55.3,55.65,75.0,10,67.283,0.988,0.001,-0.012,0.013,126.04
2023-02-17,50,50.35,50.7,80.0,5,63.418,0.984,0.001,-0.015,0.017,126.04
2023-02-17,50,45.5,45.8,85.0,106,60.098,0.977,0.002,-0.019,0.024,126.04
2023-02-17,50,40.6,40.9,90.0,238,56.431,0.968,0.002,-0.024,0.033,126.04
2023-02-17,50,35.8,36.1,95.0,464,53.323,0.954,0.004,-0.03,0.045,126.04
2023-02-17,50,31.15,31.4,100.0,4,50.557,0.933,0.005,-0.037,0.061,126.04
2023-02-17,50,26.5,26.75,105.0,38,47.952,0.903,0.007,-0.045,0.082,126.04
2023-02-17,50,22.1,22.3,110.0,28,45.604,0.862,0.01,-0.054,0.106,126.04
2023-02-17,50,17.9,18.1,115.0,73,43.566,0.805,0.013,-0.064,0.132,126.04
2023-02-17,50,14.05,14.2,120.0,124,41.536,0.733,0.016,-0.071,0.159,126.04
2023-02-17,50,10.6,10.75,125.0,176,39.97,0.643,0.019,-0.077,0.18,126.04
2023-02-17,50,7.65,7.7,130.0,1259,38.182,0.541,0.021,-0.077,0.192,126.04
2023-02-17,50,5.15,5.25,135.0,2773,36.564,0.43,0.022,-0.073,0.19,126.04
2023-02-17,50,3.25,3.3,140.0,1526,34.891,0.319,0.021,-0.063,0.173,126.04
2023-02-17,50,1.96,1.98,145.0,4216,33.813,0.221,0.018,-0.05,0.144,126.04
2023-02-17,50,1.11,1.12,150.0,3745,33.001,0.143,0.014,-0.037,0.11,126.04
2023-02-17,50,0.61,0.62,155.0,514,32.58,0.088,0.01,-0.026,0.078,126.04
2023-02-17,50,0.34,0.35,160.0,454,32.65,0.054,0.007,-0.018,0.053,126.04
2023-02-17,50,0.2,0.21,165.0,537,33.202,0.034,0.005,-0.012,0.036,126.04
2023-02-17,50,0.13,0.14,170.0,1356,34.277,0.023,0.003,-0.009,0.026,126.04
2023-02-17,50,0.08,0.09,175.0,171,35.03,0.015,0.002,-0.006,0.018,126.04
2023-02-17,50,0.06,0.07,180.0,1057,36.588,0.011,0.002,-0.005,0.014,126.04
2023-02-17,50,0.04,0.05,185.0,53,37.566,0.008,0.001,-0.004,0.01,126.04
2023-02-17,50,0.03,0.04,190.0,1,38.941,0.006,0.001,-0.003,0.008,126.04
2023-02-17,50,0.02,0.03,195.0,58,39.855,0.004,0.001,-0.002,0.006,126.04
2023-02-17,50,0.01,0.02,200.0,10,40.029,0.003,0.0,-0.002,0.004,126.04
2023-02-17,50,0.01,0.02,205.0,13,42.081,0.003,0.0,-0.002,0.004,126.04
2023-03-17,78,70.3,70.65,60.0,1,69.913,0.992,0.0,-0.007,0.009,126.04
2023-03-17,78,65.4,65.75,65.0,2,66.005,0.99,0.001,-0.009,0.012,126.04
2023-03-17,78,60.5,60.85,70.0,0,62.869,0.986,0.001,-0.011,0.017,126.04
2023-03-17,78,55.6,55.95,75.0,0,59.871,0.981,0.001,-0.014,0.024,126.04
2023-03-17,78,50.75,51.1,80.0,21,57.083,0.974,0.002,-0.017,0.033,126.04
2023-03-17,78,45.95,46.3,85.0,0,54.209,0.965,0.002,-0.021,0.044,126.04
2023-03-17,78,41.25,41.5,90.0,9,51.492,0.952,0.003,-0.025,0.057,126.04
2023-03-17,78,36.55,36.75,95.0,1,49.006,0.934,0.004,-0.03,0.075,126.04
2023-03-17,78,31.9,32.15,100.0,8,46.794,0.909,0.006,-0.036,0.096,126.04
2023-03-17,78,27.5,27.7,105.0,61,44.684,0.877,0.007,-0.042,0.121,126.04
2023-03-17,78,23.25,23.45,110.0,97,42.793,0.834,0.01,-0.048,0.149,126.04
2023-03-17,78,19.25,19.4,115.0,32,41.109,0.78,0.012,-0.053,0.177,126.04
2023-03-17,78,15.55,15.7,120.0,104,39.521,0.714,0.014,-0.058,0.204,126.04
2023-03-17,78,12.2,12.35,125.0,310,38.091,0.637,0.016,-0.061,0.225,126.04
2023-03-17,78,9.25,9.35,130.0,3310,36.578,0.551,0.018,-0.061,0.238,126.04
2023-03-17,78,6.75,6.8,135.0,571,35.3,0.459,0.019,-0.058,0.239,126.04
2023-03-17,78,4.7,4.75,140.0,913,33.987,0.366,0.018,-0.053,0.227,126.04
2023-03-17,78,3.1,3.2,145.0,2738,32.844,0.277,0.017,-0.045,0.202,126.04
2023-03-17,78,2.02,2.03,150.0,3200,31.951,0.201,0.015,-0.037,0.169,126.04
2023-03-17,78,1.26,1.28,155.0,780,31.415,0.14,0.012,-0.028,0.134,126.04
2023-03-17,78,0.78,0.8,160.0,317,31.15,0.095,0.009,-0.021,0.102,126.04
2023-03-17,78,0.48,0.5,165.0,423,31.086,0.063,0.007,-0.016,0.075,126.04
2023-03-17,78,0.31,0.32,170.0,473,31.357,0.043,0.005,-0.011,0.055,126.04
2023-03-17,78,0.2,0.21,175.0,429,31.718,0.029,0.003,-0.008,0.04,126.04
2023-03-17,78,0.14,0.15,180.0,329,32.467,0.021,0.003,-0.007,0.03,126.04
2023-03-17,78,0.1,0.11,185.0,79,33.253,0.015,0.002,-0.005,0.023,126.04
2023-03-17,78,0.07,0.08,190.0,1026,33.91,0.011,0.001,-0.004,0.018,126.04
2023-03-17,78,0.05,0.07,195.0,5,34.971,0.009,0.001,-0.003,0.015,126.04
2023-03-17,78,0.04,0.05,200.0,257,35.691,0.007,0.001,-0.003,0.011,126.04
2023-03-17,78,0.02,0.04,210.0,1489,37.599,0.004,0.001,-0.002,0.008,126.04
2023-04-21,113,70.6,71.05,60.0,0,63.338,0.989,0.0,-0.009,0.016,126.04
2023-04-21,113,65.75,66.2,65.0,2,60.392,0.985,0.001,-0.011,0.022,126.04
2023-04-21,113,60.9,61.35,70.0,2,57.731,0.98,0.001,-0.013,0.03,126.04
2023-04-21,113,56.05,56.55,75.0,0,55.203,0.973,0.001,-0.016,0.041,126.04
2023-04-21,113,51.3,51.75,80.0,1,52.717,0.964,0.002,-0.019,0.053,126.04
2023-04-21,113,46.6,47.05,85.0,0,50.359,0.952,0.003,-0.022,0.068,126.04
2023-04-21,113,41.95,42.3,90.0,15,48.23,0.936,0.003,-0.026,0.087,126.04
2023-04-21,113,37.4,37.7,95.0,0,46.215,0.915,0.004,-0.03,0.109,126.04
2023-04-21,113,33.1,33.3,100.0,3,44.379,0.888,0.006,-0.034,0.135,126.04
2023-04-21,113,28.8,29.0,105.0,4,42.696,0.854,0.007,-0.038,0.163,126.04
2023-04-21,113,24.7,24.9,110.0,11,41.128,0.812,0.009,-0.043,0.193,126.04
2023-04-21,113,20.85,21.0,115.0,3,39.631,0.762,0.011,-0.046,0.223,126.04
2023-04-21,113,17.25,17.45,120.0,2,38.312,0.703,0.012,-0.049,0.25,126.04
2023-04-21,113,14.0,14.15,125.0,59,36.983,0.636,0.014,-0.051,0.271,126.04
2023-04-21,113,11.05,11.2,130.0,775,35.782,0.562,0.015,-0.051,0.285,126.04
2023-04-21,113,8.5,8.6,135.0,426,34.738,0.485,0.016,-0.049,0.288,126.04
2023-04-21,113,6.35,6.45,140.0,1448,33.636,0.405,0.016,-0.046,0.281,126.04
2023-04-21,113,4.6,4.7,145.0,326,32.65,0.328,0.015,-0.041,0.262,126.04
2023-04-21,113,3.25,3.3,150.0,823,31.768,0.257,0.014,-0.036,0.234,126.04
2023-04-21,113,2.25,2.27,155.0,515,31.111,0.195,0.012,-0.03,0.2,126.04
2023-04-21,113,1.53,1.54,160.0,267,30.581,0.144,0.01,-0.024,0.165,126.04
2023-04-21,113,1.02,1.04,165.0,152,30.321,0.105,0.008,-0.019,0.132,126.04
2023-04-21,113,0.68,0.7,170.0,88,30.164,0.075,0.006,-0.015,0.103,126.04
